<0.5	0.003772988	0.003700898
0.5-0.9	0.003489731	0.003631272
1-3	0.024499289	0.022722355
4-6	0.023480317	0.023635755
7-10	0.030708419	0.02810292
11-14	0.029486245	0.029945998
15-19	0.035645939	0.033040528
20-24	0.035239658	0.036250749
25-54	0.215733449	0.217471818
55-64	0.036613254	0.044298047
>65	0.049948419	0.068581953
