"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"5391","4","2","4","1","2","4","4","2","3","4","2","4","2","4","3","1","8","4","1","4","3","4","1","4"
"5392","1","2","3","2","2","4","3","2","3","1","2","6","2","4","4","2","8","4","3","3","3","1","1","1"
"5393","5","2","5","2","1","1","5","1","2","4","2","6","2","6","4","2","8","1","2","3","1","4","2","1"
"5394","5","2","4","2","2","2","2","1","2","4","2","6","2","3","3","1","8","3","2","6","3","2","1","1"
"5395","4","1","1","1","1","3","4","1","2","5","1","5","2","5","2","2","8","4","2","5","3","3","1","1"
"5396","6","1","4","2","1","2","1","1","3","2","2","1","2","3","3","1","8","3","4","3","4","1","1","1"
"5397","3","1","4","2","1","4","3","1","3","3","2","4","2","4","4","2","8","2","2","4","3","5","1","4"
"5398","6","1","3","2","1","3","1","1","3","2","2","2","2","6","2","1","2","4","1","6","3","1","1","1"
"5399","7","1","2","1","1","1","2","1","3","3","2","3","2","7","4","1","9","2","3","6","4","2","1","2"
"5400","7","1","5","1","1","2","4","1","1","7","2","1","2","3","2","1","2","4","2","1","3","2","1","1"
"5401","4","2","3","2","2","1","3","1","2","3","2","5","2","5","3","1","9","3","2","6","3","3","1","1"
"5402","7","1","1","2","1","1","7","1","1","7","1","7","2","1","5","2","8","4","2","7","5","6","1","7"
"5403","4","1","5","2","1","1","5","1","3","4","2","4","2","3","4","2","8","2","4","4","3","5","1","5"
"5404","3","2","3","2","2","5","4","2","2","5","2","5","2","3","3","2","8","2","1","3","3","5","2","2"
"5405","5","2","1","2","1","4","5","1","3","4","2","6","2","4","3","1","8","4","2","6","3","3","1","2"
"5406","4","1","3","2","1","1","4","1","1","4","2","4","2","4","3","1","8","2","3","6","3","4","2","1"
"5407","6","1","3","2","1","4","1","1","1","2","2","1","2","3","3","1","8","5","1","1","3","1","2","1"
"5408","5","2","3","2","2","4","4","2","2","2","2","6","2","6","2","2","9","4","3","5","4","6","2","4"
"5409","6","1","4","2","1","6","6","1","1","6","1","5","2","1","2","2","3","6","2","6","1","5","1","6"
"5410","6","2","4","2","1","1","2","1","3","2","2","1","2","3","4","2","8","2","6","3","4","1","1","1"
"5411","2","1","4","2","1","1","1","1","3","1","2","1","2","3","3","1","9","1","3","6","4","1","2","1"
"5412","5","2","3","2","1","4","5","1","3","4","2","6","1","4","3","2","9","4","3","4","3","4","2","4"
"5413","5","2","4","1","2","3","4","1","1","4","2","5","2","3","2","1","3","4","2","3","2","2","1","4"
"5414","4","1","3","2","1","6","6","1","3","5","2","5","1","4","1","2","4","7","1","6","4","5","1","5"
"5415","5","1","3","2","1","3","1","1","3","2","2","5","2","4","4","1","9","4","5","4","4","2","1","1"
"5416","5","1","3","2","1","4","3","1","3","3","2","4","2","3","3","2","8","4","5","5","3","3","2","1"
"5417","6","2","5","2","1","5","5","1","3","5","2","6","1","5","4","2","1","5","2","6","3","4","2","4"
"5418","5","1","3","2","1","5","2","2","3","4","2","6","2","4","4","2","8","4","4","5","4","4","1","3"
"5419","3","1","4","2","1","3","2","1","2","2","2","2","2","6","2","2","8","4","2","3","3","2","1","1"
"5420","6","1","4","2","1","2","2","1","2","2","2","5","2","5","3","1","8","3","2","2","4","3","2","1"
"5421","6","1","3","2","1","2","1","1","2","6","2","3","2","4","1","2","9","5","3","2","4","1","1","1"
"5422","5","1","4","2","1","3","2","1","4","4","2","3","2","3","4","1","8","5","5","3","4","3","1","1"
"5423","2","1","3","2","1","1","3","1","3","2","2","2","2","4","3","2","8","2","4","4","2","2","1","1"
"5424","4","2","2","2","1","2","5","1","2","5","2","6","2","2","4","1","8","4","1","4","2","6","1","1"
"5425","2","1","3","2","1","1","7","1","1","3","1","7","2","2","2","2","2","2","1","5","2","7","1","1"
"5426","5","2","3","1","2","5","3","2","3","4","2","4","2","4","3","1","9","4","2","4","3","5","2","5"
"5427","7","1","3","2","1","1","7","1","3","5","2","6","2","3","4","1","8","1","3","6","1","5","1","1"
"5428","2","1","5","2","1","4","5","1","1","4","2","7","2","4","1","2","3","4","3","5","1","4","2","5"
"5429","4","1","3","2","1","2","5","1","2","2","2","7","2","4","4","2","8","4","2","6","3","5","1","1"
"5430","2","1","4","2","1","2","4","1","3","4","2","6","2","3","4","2","8","4","2","6","4","4","1","2"
"5431","4","1","3","2","1","4","4","1","3","4","2","4","2","4","3","1","8","4","2","4","3","4","2","4"
"5432","6","1","2","2","1","1","5","1","2","4","1","6","2","5","3","1","8","2","1","7","3","4","1","1"
"5433","4","1","3","2","1","1","2","1","2","2","2","5","2","4","4","2","8","1","4","7","3","4","1","1"
"5434","6","1","3","2","1","1","2","1","3","2","2","2","2","5","4","1","8","1","3","5","4","2","1","1"
"5435","4","1","5","2","1","1","2","1","3","3","2","4","2","3","4","1","8","2","2","4","3","2","1","1"
"5436","5","1","3","2","1","3","2","1","3","6","2","1","2","6","4","2","9","4","5","4","3","1","1","1"
"5437","5","1","3","2","1","2","7","1","2","4","2","7","1","4","3","2","2","5","5","3","3","7","1","3"
"5438","1","1","3","2","2","1","7","1","1","1","1","7","2","7","1","2","9","1","1","1","1","7","2","1"
"5439","4","1","5","2","1","1","2","1","1","2","2","3","2","6","2","2","2","4","2","4","1","3","1","2"
"5440","4","1","1","2","1","2","3","1","2","3","2","4","2","4","2","2","9","3","5","4","3","3","1","2"
"5441","4","1","3","2","1","1","1","1","3","7","4","1","2","7","4","1","8","1","1","1","3","1","1","1"
"5442","6","2","4","2","2","1","3","1","3","5","2","4","2","3","3","2","8","3","2","4","3","3","1","1"
"5443","1","1","4","2","1","1","1","2","1","1","2","1","1","7","1","2","6","1","2","2","5","1","2","1"
"5444","7","1","2","2","2","1","7","1","1","7","2","7","2","7","1","1","8","2","3","7","1","7","2","7"
"5445","1","1","3","2","1","4","5","1","1","3","2","7","2","4","4","2","8","4","3","7","2","7","1","1"
"5446","6","1","4","2","1","1","4","1","3","5","2","2","2","5","5","2","8","3","2","6","4","4","1","2"
"5447","3","1","2","2","1","2","2","1","3","2","2","5","2","3","3","2","8","2","3","4","2","2","1","2"
"5448","2","1","5","2","1","1","1","1","4","1","2","5","2","5","4","1","8","3","2","1","4","1","1","1"
"5449","4","1","4","1","1","1","2","1","1","4","2","3","2","3","4","2","8","1","2","1","2","6","2","1"
"5450","5","1","4","2","1","1","4","1","4","5","2","5","2","3","3","2","3","4","4","7","3","4","1","1"
"5451","1","1","3","2","1","5","7","1","1","4","2","2","2","7","3","2","5","3","2","4","2","7","2","4"
"5452","6","1","1","2","1","3","1","1","3","5","2","1","2","3","4","2","2","4","3","5","5","1","1","2"
"5453","7","1","5","2","1","2","6","1","3","3","1","6","2","1","4","2","8","5","1","7","4","6","1","1"
"5454","7","1","9","2","1","2","4","1","3","4","2","1","2","7","3","2","8","3","2","6","3","1","1","1"
"5455","7","1","2","2","1","7","7","1","5","5","2","7","1","1","5","1","8","7","2","7","5","7","1","7"
"5456","6","1","3","2","2","2","3","1","3","3","2","4","2","5","4","1","9","3","1","4","3","3","2","5"
"5457","3","1","5","2","1","1","5","2","2","7","2","4","2","3","2","2","2","5","2","7","2","7","1","7"
"5458","4","2","3","2","2","4","4","2","2","4","2","4","2","2","3","2","8","4","1","4","2","4","1","1"
"5459","5","1","5","1","1","5","5","1","5","5","1","5","2","4","4","2","3","5","3","6","3","5","1","5"
"5460","5","1","4","2","1","2","4","1","3","5","2","5","2","6","3","1","8","4","4","5","4","4","1","1"
"5461","6","1","4","2","1","3","2","1","4","4","2","4","2","5","3","2","8","4","4","5","4","2","1","5"
"5462","5","1","2","2","1","1","7","1","1","7","4","7","2","4","3","1","2","6","3","7","4","6","2","1"
"5463","5","2","2","2","1","7","3","1","3","2","2","5","2","3","3","2","8","6","6","5","2","3","1","1"
"5464","4","1","1","2","1","3","4","1","3","4","2","3","2","3","4","2","8","4","3","5","4","4","1","1"
"5465","7","1","3","1","1","1","4","1","3","7","2","5","2","7","3","1","8","1","3","7","3","3","2","1"
"5466","3","1","4","2","1","4","4","1","5","4","2","4","2","5","2","2","8","3","1","3","2","4","1","4"
"5467","6","1","1","2","1","1","2","1","2","3","4","6","2","4","3","1","8","4","2","4","3","2","2","1"
"5468","7","2","3","2","1","2","4","1","2","4","2","2","2","6","4","1","8","4","4","6","3","4","1","1"
"5469","4","1","4","2","1","3","3","1","3","3","2","5","2","2","4","2","8","4","4","5","3","5","1","1"
"5470","2","1","2","1","1","1","2","1","3","4","2","3","2","5","4","2","9","2","3","4","3","2","1","1"
"5471","7","1","3","2","2","1","1","1","1","4","2","2","2","6","3","2","8","2","4","1","2","1","1","1"
"5472","3","1","5","1","1","2","6","1","5","4","2","1","1","3","1","1","4","3","1","3","3","7","1","4"
"5473","6","2","2","2","2","1","3","1","2","4","2","4","2","6","3","2","2","1","3","7","3","4","1","1"
"5474","6","1","3","2","1","1","2","1","2","4","2","6","2","5","4","1","3","1","2","5","4","5","1","1"
"5475","1","1","4","2","2","7","2","2","2","7","1","5","2","5","3","2","8","7","2","7","4","1","2","1"
"5476","5","2","3","2","1","3","3","1","3","3","2","3","2","6","4","2","8","4","6","3","3","4","1","1"
"5477","7","2","3","2","2","4","6","1","2","3","2","7","2","5","3","2","8","4","3","1","2","7","1","1"
"5478","4","1","4","1","1","3","4","2","2","2","4","4","2","4","2","1","8","3","2","6","2","3","1","1"
"5479","6","1","2","2","1","1","3","1","5","3","2","6","2","4","5","2","8","1","3","6","5","3","1","1"
"5480","1","1","3","2","1","1","2","1","3","5","2","5","2","3","3","1","8","3","5","7","2","1","1","1"
"5481","3","1","2","1","1","4","2","1","3","5","1","3","1","4","2","1","1","3","2","2","3","3","1","1"
"5482","6","1","3","2","1","7","7","2","4","7","2","1","1","1","4","2","8","7","1","3","5","7","2","4"
"5483","1","2","3","2","1","5","7","1","3","4","2","7","2","5","3","2","8","6","4","4","3","7","1","1"
"5484","4","1","5","1","2","1","4","1","3","4","2","5","2","6","4","1","8","1","4","4","4","4","2","1"
"5485","4","2","1","2","1","1","1","1","3","1","4","5","2","7","3","2","9","3","5","2","4","1","1","1"
"5486","5","1","4","2","1","1","1","1","4","1","2","3","2","5","4","1","9","1","2","6","4","1","1","1"
"5487","6","1","4","1","1","1","1","1","1","5","1","1","1","5","3","2","1","1","2","2","4","4","1","1"
"5488","2","1","3","2","1","2","4","1","1","3","1","4","2","5","3","1","8","5","1","6","3","2","1","1"
"5489","5","1","3","1","2","1","2","1","3","4","2","4","2","4","4","1","8","1","1","3","3","2","1","1"
"5490","6","1","4","2","1","5","5","1","3","6","1","5","1","5","4","1","5","5","4","6","5","6","1","6"
"5491","5","1","3","1","1","5","2","2","1","3","1","4","2","4","2","2","9","3","3","3","4","3","1","3"
"5492","2","1","4","2","1","1","1","1","2","1","2","1","2","6","2","2","8","3","3","7","5","1","1","1"
"5493","3","1","1","2","1","1","1","1","3","1","2","7","2","2","4","1","8","1","4","6","2","1","1","1"
"5494","3","1","3","2","2","2","4","2","2","4","2","4","2","5","3","2","9","3","2","5","3","3","2","1"
"5495","4","1","4","2","2","1","2","1","2","6","2","2","2","4","4","2","8","2","3","5","3","2","2","1"
"5496","4","1","3","2","1","1","1","1","2","2","2","1","2","6","2","2","8","3","1","6","3","1","1","1"
"5497","5","1","3","2","1","1","2","1","4","2","2","2","2","3","4","2","8","5","6","4","4","2","1","1"
"5498","7","1","4","2","1","4","1","1","5","4","2","4","2","5","5","2","9","6","3","6","5","3","1","4"
"5499","3","2","9","1","2","1","2","2","3","4","1","5","1","6","2","2","9","4","1","5","4","3","2","2"
"5500","4","1","4","2","1","5","5","1","3","6","2","4","1","4","3","1","5","4","4","4","4","5","1","4"
"5501","2","1","4","2","1","3","2","1","3","6","2","2","2","2","3","1","3","5","4","6","4","2","1","1"
"5502","7","2","3","1","1","2","1","2","2","6","1","1","2","6","2","1","8","3","1","7","3","1","2","1"
"5503","1","1","4","1","2","1","1","1","3","1","2","1","1","6","4","2","8","2","4","1","4","1","1","1"
"5504","5","1","3","2","2","1","3","1","2","6","2","3","2","7","4","1","9","1","1","7","4","3","2","1"
"5505","5","1","3","2","1","3","3","1","2","7","2","4","2","5","2","1","9","4","1","6","2","3","1","1"
"5506","4","2","4","2","2","2","3","1","2","6","2","3","2","5","3","1","8","3","2","6","3","3","1","2"
"5507","5","1","2","2","1","4","3","1","2","4","2","4","2","3","3","2","8","4","4","5","3","3","2","1"
"5508","1","2","4","1","2","4","7","2","2","5","1","6","1","4","4","2","9","4","4","5","3","7","2","3"
"5509","1","1","3","2","2","1","1","2","1","1","2","1","2","6","2","2","9","1","1","4","3","1","1","1"
"5510","5","1","3","2","1","4","2","1","3","2","1","4","2","5","3","2","9","4","1","4","3","3","1","4"
"5511","1","1","4","1","1","1","1","1","3","1","1","1","1","1","5","1","1","1","2","1","2","1","1","1"
"5512","4","1","3","2","2","1","4","1","3","4","2","4","2","4","3","2","8","2","1","4","3","4","1","4"
"5513","1","1","5","2","1","3","7","1","2","5","2","7","2","4","3","2","3","4","4","5","4","7","2","1"
"5514","4","1","3","2","1","2","2","1","3","3","2","4","2","5","4","2","8","3","1","5","3","2","1","1"
"5515","4","1","3","2","1","4","4","1","3","4","2","4","2","4","3","1","9","4","2","4","3","4","1","4"
"5516","1","1","2","2","2","1","1","1","3","1","2","7","2","2","5","2","8","2","3","7","5","1","1","1"
"5517","2","1","4","2","1","4","7","1","3","7","2","6","2","6","4","1","3","4","6","7","3","7","1","1"
"5518","6","1","3","1","2","1","2","1","3","2","2","2","2","6","5","1","8","1","4","1","4","2","1","1"
"5519","2","2","3","2","2","1","5","1","1","3","2","1","2","4","5","2","8","1","5","1","3","7","2","1"
"5520","3","1","3","2","1","1","4","1","3","4","2","7","2","5","3","1","8","1","5","7","3","4","1","6"
"5521","6","1","5","2","2","1","4","1","2","2","2","5","2","5","3","2","8","2","4","4","3","4","1","1"
"5522","6","1","3","2","1","1","3","1","1","3","1","3","2","3","5","1","8","2","2","5","2","3","1","3"
"5523","7","1","3","2","1","3","3","1","5","5","2","1","2","2","5","1","8","5","5","1","5","2","1","1"
"5524","7","1","4","2","1","1","7","1","1","1","2","7","2","1","1","1","8","1","2","7","1","6","1","1"
"5525","5","1","4","2","1","2","1","1","4","2","2","2","2","5","4","2","8","4","4","7","4","1","1","1"
"5526","4","2","2","2","1","5","5","2","2","4","2","4","2","4","2","2","8","5","3","4","2","4","1","2"
"5527","2","1","1","2","2","1","2","1","3","6","2","4","2","3","3","2","8","3","4","7","3","2","1","1"
"5528","4","1","4","2","1","1","4","1","1","4","2","7","2","3","4","2","8","2","6","5","2","4","1","1"
"5529","7","2","4","2","1","1","2","1","4","2","1","2","2","4","4","2","8","3","6","7","4","2","1","1"
"5530","1","2","2","2","1","1","4","1","2","3","2","5","2","3","2","1","8","1","4","2","3","5","1","1"
"5531","7","2","3","2","1","3","3","1","3","5","2","5","2","6","5","2","8","5","6","6","5","4","2","1"
"5532","4","1","4","2","1","1","5","1","1","5","1","7","2","4","3","1","8","1","5","4","3","5","2","1"
"5533","6","1","4","2","1","1","2","1","2","4","2","4","2","3","5","1","8","1","5","5","3","2","1","1"
"5534","1","2","3","2","1","1","5","1","3","7","1","4","2","2","5","2","8","1","6","4","2","5","1","1"
"5535","6","2","1","2","1","1","3","1","3","6","2","4","2","5","3","1","8","4","2","7","3","4","1","7"
"5536","4","1","3","2","1","5","5","1","2","6","1","6","2","7","4","1","8","6","4","5","2","6","1","2"
"5537","7","1","2","2","2","2","7","1","1","7","2","7","2","1","3","1","8","2","5","7","3","3","1","2"
"5538","7","2","5","2","2","1","1","1","4","1","2","4","2","1","4","1","8","1","4","4","4","1","2","1"
"5539","5","2","5","2","1","2","2","1","3","3","2","5","2","5","5","2","8","4","6","6","4","3","1","1"
"5540","1","2","1","2","1","7","7","1","2","7","1","7","2","3","3","2","8","7","6","4","2","7","1","1"
"5541","3","1","9","1","1","6","4","1","3","3","2","4","1","5","3","2","2","2","2","4","3","6","2","3"
"5542","3","2","5","2","2","2","1","1","3","1","2","3","2","3","4","2","8","3","6","3","3","1","1","1"
"5543","5","1","3","1","1","4","5","1","3","4","2","4","1","4","3","2","1","4","1","5","3","4","2","4"
"5544","3","1","1","2","1","4","4","1","2","4","2","7","2","4","3","1","9","5","5","6","2","4","2","2"
"5545","1","2","5","2","1","1","1","1","1","2","2","2","2","5","4","1","8","1","6","2","1","1","2","1"
"5546","3","1","3","1","1","1","3","1","2","6","2","5","2","5","2","2","8","2","3","6","5","1","1","1"
"5547","1","2","2","2","1","2","7","1","2","5","2","7","2","3","4","2","8","4","2","4","3","6","2","1"
"5548","2","1","5","2","1","1","1","1","3","1","1","1","2","7","3","1","8","3","2","4","4","1","1","1"
"5550","7","2","4","2","1","1","1","1","4","1","2","2","2","3","4","2","8","2","6","2","4","1","1","1"
"5551","4","2","1","2","1","4","1","1","3","1","2","4","2","3","5","1","8","4","6","1","3","1","1","1"
"5552","7","1","5","2","2","2","5","1","3","5","1","3","2","6","3","1","3","2","4","4","4","3","2","2"
"5553","1","2","4","2","2","7","4","2","1","4","1","1","2","5","4","2","8","4","1","7","2","4","1","1"
"5554","1","1","3","2","1","1","1","1","2","5","2","6","2","7","4","2","3","1","4","6","2","2","1","1"
"5555","4","2","2","2","1","1","4","1","2","4","2","7","2","3","2","1","8","2","5","1","2","4","2","1"
"5556","6","1","3","2","1","7","1","2","4","7","2","1","2","2","5","1","8","7","5","4","5","1","1","1"
"5557","7","1","3","2","1","2","2","1","4","2","2","7","2","3","4","1","8","4","5","6","4","2","1","1"
"5558","5","1","9","1","1","4","4","1","2","2","1","2","2","4","3","2","8","4","1","6","3","5","1","4"
"5559","1","1","5","1","1","2","1","1","2","4","2","2","2","6","4","1","8","4","6","1","4","1","1","1"
"5560","4","1","4","2","1","5","2","1","3","6","1","6","1","3","2","2","8","2","1","5","1","4","2","3"
"5561","5","2","1","2","1","3","1","1","2","3","2","3","2","5","3","2","8","6","6","3","3","2","1","6"
"5564","4","1","5","2","1","1","4","2","5","3","2","6","2","4","3","2","8","3","1","3","3","4","2","2"
"5579","4","1","3","1","1","4","4","1","3","3","1","3","1","4","4","2","5","5","4","5","4","4","1","3"
"5580","6","1","1","2","1","4","5","1","4","5","2","6","2","6","2","1","8","4","1","4","2","5","1","6"
"5581","5","2","1","2","1","4","1","1","3","2","2","4","2","5","4","1","8","6","6","6","4","1","2","1"
"5582","1","1","3","2","2","1","4","1","2","2","2","6","2","3","4","1","8","1","1","7","1","4","1","1"
"5583","5","2","1","2","1","6","4","1","4","4","2","4","2","5","3","1","8","2","1","4","3","3","1","1"
"5584","7","1","3","2","1","1","3","1","3","5","2","5","2","6","4","1","8","2","1","6","4","3","1","1"
"5585","6","1","2","1","1","3","2","1","4","2","1","5","2","3","3","1","8","3","6","5","4","2","1","5"
"5590","5","2","3","2","1","1","3","1","1","5","1","4","2","4","2","1","1","4","1","4","2","2","1","1"
"5591","6","1","3","1","1","2","2","1","3","5","2","2","2","4","3","1","3","3","1","3","4","2","1","3"
"5598","3","1","3","2","1","1","4","1","2","4","2","5","2","3","3","2","8","1","4","3","3","4","1","1"
"5599","2","2","4","2","2","6","6","1","1","3","1","6","2","4","2","2","3","6","4","1","3","1","1","1"
"5600","2","1","9","2","1","1","2","1","2","4","2","1","2","2","4","2","9","2","4","3","4","2","1","1"
"5601","4","1","4","2","1","1","3","1","1","4","2","3","2","3","4","1","9","3","2","6","2","1","1","1"
"5602","7","1","4","2","1","4","1","1","2","7","2","5","2","3","4","2","8","5","3","6","2","1","1","1"
"5603","4","2","4","2","1","4","1","1","2","4","2","5","2","5","2","1","8","4","5","5","2","1","2","1"
"5604","7","2","3","2","2","3","1","1","2","7","1","7","2","4","2","1","9","7","6","7","3","1","1","1"
"5605","5","1","4","2","1","3","2","1","3","3","2","3","2","3","3","2","8","4","6","3","3","1","1","1"
"5606","3","2","2","2","1","7","1","1","1","5","2","2","2","4","4","2","8","7","6","1","3","1","2","2"
"5607","1","2","3","2","1","3","1","2","1","7","2","1","2","4","1","2","9","3","2","7","3","1","1","1"
"5608","4","1","4","2","1","4","4","1","2","4","2","4","2","1","3","2","8","4","6","4","3","4","1","6"
"5609","6","1","4","2","2","1","2","1","2","4","2","2","2","5","4","2","8","4","5","2","3","2","1","2"
"5610","6","1","4","2","1","3","1","1","1","4","2","2","2","6","2","2","8","4","3","4","3","1","1","1"
"5611","5","1","3","2","1","2","1","1","1","6","2","1","2","6","3","2","8","4","4","6","1","1","1","1"
"5612","5","1","4","2","2","3","4","1","2","4","2","4","2","5","3","2","8","4","5","4","3","4","1","1"
"5613","4","2","3","2","1","3","2","1","3","4","2","4","2","5","4","1","8","4","5","6","3","4","1","1"
"5614","2","2","3","2","2","1","4","1","2","7","1","5","2","6","3","2","9","2","6","2","3","6","2","1"
"5615","7","1","3","2","1","1","4","1","1","4","1","7","2","6","4","2","8","1","2","7","1","4","1","1"
"5616","5","1","4","2","2","4","1","1","2","3","2","3","2","4","3","2","2","5","4","7","3","2","1","1"
"5617","3","1","1","2","2","5","1","1","2","4","2","1","2","7","3","1","9","5","3","7","2","1","1","1"
"5618","4","2","3","2","2","4","1","2","2","3","2","4","2","4","3","1","8","4","6","4","3","3","2","4"
"5619","5","1","3","2","1","3","3","1","3","6","2","5","2","5","2","2","8","4","1","6","3","4","1","1"
"5620","4","2","2","1","1","5","3","2","1","2","1","5","1","3","3","2","3","4","3","5","3","2","2","4"
"5621","4","2","4","2","2","6","6","1","1","6","2","7","2","6","4","2","8","6","2","7","3","6","1","1"
"5622","7","2","3","2","1","7","1","1","1","7","2","7","2","7","2","1","9","7","6","7","1","1","1","6"
"5623","4","2","3","2","1","1","7","1","1","4","2","5","2","6","3","2","2","2","3","2","1","2","1","1"
"5624","6","1","4","2","2","4","1","1","1","5","1","6","2","7","2","2","2","5","2","7","2","2","1","1"
"5625","7","1","2","2","2","7","4","1","3","4","4","7","2","5","3","2","8","6","3","7","3","6","2","4"
"5626","2","1","3","2","2","2","1","1","1","1","2","1","2","5","3","1","8","3","1","1","3","1","1","1"
"5627","3","1","3","2","2","1","2","2","3","3","4","2","2","3","4","1","8","2","5","3","3","2","2","2"
"5628","4","1","3","2","2","5","1","1","2","3","2","3","2","6","3","1","8","6","5","6","3","1","2","1"
"5629","4","1","4","2","1","3","1","1","2","6","2","7","2","5","2","1","9","2","1","7","2","1","1","1"
"5630","6","2","4","1","1","4","4","1","3","6","2","4","2","4","4","1","9","5","5","1","3","4","2","1"
"5631","4","2","9","1","1","4","4","2","2","4","1","4","2","5","3","2","8","6","2","5","2","6","1","4"
"5632","5","2","4","2","2","1","3","1","1","3","2","5","2","4","3","2","3","3","5","4","2","3","1","4"
"5633","5","1","3","2","1","4","1","1","2","3","2","5","2","4","4","1","8","6","6","5","3","1","1","1"
"5634","2","1","4","2","2","1","1","1","2","2","2","2","2","5","4","2","8","2","5","4","3","2","1","1"
"5635","6","2","3","2","1","5","4","1","4","6","2","6","2","4","4","1","8","7","6","6","4","1","1","6"
"5636","6","2","4","2","1","1","2","1","2","6","2","6","2","5","3","2","9","5","5","7","3","2","1","1"
"5637","4","1","4","2","2","1","1","1","2","4","2","4","2","7","4","2","8","2","3","3","2","1","1","1"
"5638","7","1","4","2","1","1","1","1","2","7","2","4","2","5","3","2","8","2","3","7","3","1","1","1"
"5639","7","2","4","2","1","7","1","1","3","7","2","7","2","4","3","2","9","7","6","7","3","1","1","7"
"5640","6","1","4","2","1","7","4","1","3","4","2","5","2","4","3","2","8","7","4","6","3","4","1","1"
"5641","3","2","4","2","1","4","3","1","2","3","2","3","2","3","2","1","8","4","4","3","2","3","1","3"
"5642","5","2","3","2","2","7","1","1","1","6","2","3","2","5","2","2","9","7","5","7","1","1","1","1"
"5643","1","2","4","2","2","4","1","1","1","4","2","1","2","5","4","1","8","6","2","7","3","1","1","1"
"5644","6","1","3","1","2","5","5","1","3","5","2","6","2","5","4","1","8","6","5","6","3","4","1","1"
"5645","5","1","3","2","2","1","1","1","3","5","4","6","2","3","3","1","8","3","3","7","3","1","2","1"
"5646","5","1","4","2","1","1","1","1","3","3","2","4","2","3","4","1","8","2","4","4","4","1","1","1"
"5647","6","1","4","2","2","2","2","1","3","5","2","6","2","4","3","2","8","4","4","6","3","3","1","1"
"5648","1","1","5","2","2","1","1","1","1","1","2","1","2","7","5","2","8","7","3","1","1","1","2","1"
"5649","6","1","4","2","2","2","1","2","1","6","2","5","2","6","4","2","8","4","3","2","3","5","1","2"
"5650","4","1","4","2","1","4","2","1","2","3","2","4","2","5","3","2","8","4","6","4","2","1","1","1"
"5651","7","1","5","2","1","5","2","1","1","5","2","5","2","7","4","2","2","6","6","7","3","2","1","7"
"5652","1","1","5","1","2","1","1","2","3","1","2","1","2","4","3","1","8","1","2","1","3","1","1","1"
"5653","4","1","4","2","1","2","5","1","2","6","2","3","2","4","2","1","2","3","1","6","2","5","1","2"
"5654","5","2","4","2","1","1","1","1","2","3","2","2","2","3","3","1","9","1","4","3","2","1","1","1"
"5655","6","2","3","2","1","3","5","1","3","4","2","5","1","4","2","2","1","3","1","2","2","4","1","5"
"5656","5","1","4","2","1","4","5","1","3","4","2","6","2","3","4","2","8","5","1","5","4","4","1","1"
"5658","3","2","2","2","2","5","1","2","1","6","2","7","2","6","2","2","8","5","4","7","3","1","1","1"
"5659","6","2","4","2","2","5","1","1","1","1","2","6","2","5","3","2","8","5","6","1","2","2","1","1"
"5660","2","1","4","2","2","2","1","1","2","4","2","2","2","5","3","2","8","2","6","6","3","1","1","1"
"5661","7","2","9","2","2","3","1","1","3","4","2","4","2","7","4","2","8","5","6","5","3","1","1","1"
"5662","4","2","3","2","2","1","1","1","2","3","2","3","2","5","2","2","8","2","4","4","3","2","1","1"
"5664","3","1","3","2","2","5","1","1","1","5","2","5","2","7","3","2","8","3","5","4","1","1","1","1"
"5665","2","1","9","1","1","7","1","1","1","7","2","6","2","4","2","2","9","7","5","6","2","3","1","1"
"5666","1","2","4","2","2","2","4","2","4","4","1","3","2","3","2","2","8","2","5","6","4","3","1","2"
"5667","1","2","5","2","2","1","1","2","3","1","2","1","2","4","3","2","8","1","4","1","3","1","1","1"
"5668","4","2","2","1","2","5","2","2","1","4","2","1","2","4","3","2","8","5","4","7","4","1","1","1"
"5669","6","1","4","2","1","1","1","1","3","5","2","4","2","3","3","2","8","2","6","5","3","1","1","4"
"5670","5","1","4","2","1","2","4","1","2","5","2","4","2","3","4","2","9","3","4","5","3","3","1","1"
"5671","4","1","5","2","2","1","1","2","3","3","2","4","2","4","3","2","9","1","5","4","3","1","1","4"
"5672","3","2","3","2","1","1","1","1","3","7","2","1","2","4","4","2","8","1","4","7","4","4","2","1"
"5673","5","1","4","2","2","5","5","1","3","5","2","5","2","4","3","2","8","5","2","5","3","5","1","2"
"5674","6","1","5","2","1","1","6","1","2","6","2","4","2","3","2","2","1","2","1","7","3","7","1","2"
"5675","4","1","3","2","2","4","4","1","1","5","2","4","2","4","2","1","8","4","3","4","3","4","1","6"
"5676","7","1","3","2","2","3","1","1","1","1","2","5","2","6","2","2","8","5","5","6","2","1","1","1"
"5677","5","2","4","2","1","3","4","1","2","5","2","5","2","4","4","2","8","4","6","6","3","2","1","2"
"5678","5","1","5","2","2","4","1","1","2","4","2","4","2","6","4","2","8","4","5","4","3","1","2","3"
"5679","5","1","4","2","2","2","2","1","2","3","2","4","2","4","3","2","8","3","5","4","3","2","1","1"
