-78.30532388,35.07927695,154720,1,1,970702,2,0
-78.29019179,35.07892178,9208,0,1,970702,2,0
-78.29018829,35.07864396,7842,0,1,970702,2,0
-78.29018706,35.07837319,63492,1,1,970702,2,0
-78.29109011,35.0781472,9504,0,1,970702,2,0
-78.29166712,35.07777937,34940,1,1,970702,2,0
-78.31105011,35.07760925,115490,1,1,970702,2,0
-78.31257399,35.0763758,80778,0,1,970702,2,0
-78.2849275,35.07701571,44682,1,1,970702,2,0
-78.29092647,35.07733145,9108,0,1,970702,2,0
-78.31232575,35.07732067,144219,1,1,970702,2,0
-78.29129527,35.07722877,9702,0,1,970702,2,0
-78.28921601,35.07677224,9508,0,1,970702,2,0
-78.28862296,35.07651865,31528,1,1,970702,2,0
-78.28832643,35.07639186,49020,1,1,970702,2,0
-78.31604917,35.07643331,78976,1,1,970702,2,0
-78.28773337,35.07613824,9208,0,1,970702,2,0
-78.31757648,35.07633566,35639,1,1,970702,2,0
-78.3077069,35.07486241,36186,1,1,970702,2,0
-78.31804678,35.07625429,42002,1,1,970702,2,0
-78.31844699,35.07623245,13675,0,1,970702,2,0
-78.3188472,35.07621061,95623,1,1,970702,2,0
-78.28714029,35.07588458,45211,1,1,970702,2,0
-78.28684535,35.07576013,23235,1,1,970702,2,0
-78.28638533,35.07553946,25991,1,1,970702,2,0
-78.32838584,35.07554227,44701,1,1,970600,1,0
-78.30790916,35.07430623,14501,0,1,970702,2,0
-78.33079569,35.07547926,303164,1,1,970600,1,0
-78.28667301,35.07521154,225573,1,1,970702,2,0
-78.33170484,35.07546364,143738,1,1,970600,1,0
-78.31364519,35.0744194,101272,1,1,970702,2,0
-78.31297259,35.07476742,39704,1,1,970702,2,0
-78.28722562,35.07460701,25760,1,1,970702,2,0
-78.31390955,35.07327972,61523,1,1,970702,2,0
-78.32675477,35.07482976,118301,1,1,970600,1,0
-78.30994753,35.07444996,102006,1,1,970702,2,0
-78.31215181,35.07432191,88060,1,1,970702,2,0
-78.3252325,35.07456774,141865,1,1,970702,2,0
-78.31183542,35.07412574,109880,1,1,970702,2,0
-78.3267892,35.07453493,111393,1,1,970600,1,0
-78.31223921,35.07278895,57026,1,1,970702,2,0
-78.32682326,35.07424417,113908,1,1,970600,1,0
-78.3089761,35.07391949,74486,1,1,970702,2,0
-78.30874394,35.07380472,61440,1,1,970702,2,0
-78.32713777,35.07397265,113903,1,1,970600,1,0
-78.30852641,35.07368363,61408,1,1,970702,2,0
-78.2991495,35.07340472,30951,1,1,970702,2,0
-78.30822736,35.07345482,84726,1,1,970702,2,0
-78.32717914,35.07367227,113290,1,1,970600,1,0
-78.28813442,35.07325893,115835,1,1,970702,2,0
-78.32722297,35.07337059,111870,1,1,970600,1,0
-78.28889933,35.07208186,41907,1,1,970702,2,0
-78.32685624,35.07219717,32149,1,1,970600,1,0
-78.32689375,35.07188101,42546,1,1,970600,1,0
-78.32700327,35.07099581,65345,1,1,970600,1,0
-78.30451375,35.07032975,136500,1,1,970702,2,0
-78.30362083,35.06997701,60046,1,1,970702,2,0
-78.33730858,35.07027369,156397,1,1,970600,1,0
-78.32622572,35.07008337,114513,1,1,970702,2,0
-78.30035907,35.06956571,10563,0,1,970702,2,0
-78.29804203,35.08028128,110056,1,1,970702,2,0
-78.26512789,35.05542865,13703,1,1,970702,1,0
-78.34140429,35.05546286,175989,1,1,970600,1,0
-78.26583196,35.0552054,6000,1,1,970702,1,0
-78.26523545,35.05509927,6192,0,1,970702,1,0
-78.34216437,35.05503083,51493,1,1,970600,1,0
-78.30336358,35.05431442,146786,1,1,970702,2,0
-78.2910605,35.05439501,51570,1,1,970702,1,0
-78.32731834,35.05432466,118149,1,1,970702,2,0
-78.32730354,35.05393028,214152,1,1,970702,2,0
-78.26166826,35.05327576,162233,1,1,970702,1,0
-78.34428725,35.05346441,96715,1,1,970600,1,0
-78.3272487,35.05327138,74486,1,1,970702,2,0
-78.26023457,35.05188045,63551,1,1,970702,1,0
-78.30317399,35.05240689,65386,1,1,970702,2,0
-78.35677549,35.05258244,149202,1,1,970600,1,0
-78.35245033,35.05199209,123289,1,1,970600,1,0
-78.34648956,35.05208065,27952,1,1,970600,1,0
-78.32810235,35.0523381,48129,1,1,970600,1,0
-78.32834789,35.05229945,38131,1,1,970600,1,0
-78.26321222,35.05148483,3532,0,3,970702,1,0
-78.32270781,35.0516521,49782,1,1,970702,2,0
-78.35514926,35.05187163,90943,1,1,970600,1,0
-78.30053594,35.06510266,100330,1,1,970702,2,0
-78.30345166,35.05897119,95864,1,1,970702,2,0
-78.30486707,35.06295829,89127,1,1,970702,2,0
-78.30162897,35.06513907,53074,1,1,970702,2,0
-78.33763193,35.0648833,45460,1,1,970600,1,0
-78.2671308,35.05897352,58683,1,1,970702,1,0
-78.30424035,35.0589812,60062,1,1,970702,2,0
-78.30316175,35.06050034,104562,1,1,970702,2,0
-78.27611563,35.0588962,19471,1,1,970702,1,0
-78.26549201,35.05883951,14387,1,1,970702,1,0
-78.27584254,35.05874063,74663,1,1,970702,1,0
-78.3273001,35.05851676,92014,1,1,970702,2,0
-78.27737011,35.05822751,98295,1,1,970702,1,0
-78.32837646,35.05159652,130949,1,1,970600,1,0
-78.27530785,35.05843933,69613,1,1,970702,1,0
