,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
0,Unclassified,Unclassified,,4106 PIGEON ROOST ROAD,1153.756,21159950300,"POLYGON ((-82.4403600699414 37.7365779228285, -82.440458156089 37.736572893784, -82.4404672021239 37.736684174191, -82.4403691168746 37.7366892032281, -82.4403600699414 37.7365779228285))"
1,Residential,Unclassified,,13161 RIVER FRONT ROAD,4615.042,21159950300,"POLYGON ((-82.3292027971959 37.7489400157284, -82.3294270472335 37.7488057158792, -82.3295454433913 37.7489303577963, -82.3293211933537 37.7490646588399, -82.3292027971959 37.7489400157284))"
2,Residential,Single Family Dwelling,,13139 RIVER FRONT ROAD,1582.284,21159950300,"POLYGON ((-82.3287947752073 37.7488795437133, -82.3288633669692 37.7490017768852, -82.3287607416345 37.7490380858951, -82.3286921489743 37.7489158542038, -82.3287947752073 37.7488795437133))"
3,Unclassified,Unclassified,,2584 AIRPORT ROAD,593.3557,21159950201,"POLYGON ((-82.6174658621033 37.7366629391336, -82.6173834650322 37.7366490078642, -82.6174010064347 37.7365835706462, -82.6174834026075 37.7365975019279, -82.6174658621033 37.7366629391336))"
4,Residential,Single Family Dwelling,,2211 PIGEON ROOST ROAD,1714.155,21159950300,"POLYGON ((-82.4450392235765 37.7590087992193, -82.4451316772872 37.7589580971675, -82.4452354533638 37.7590773727462, -82.4451430005514 37.759128074006, -82.4450392235765 37.7590087992193))"
5,Unclassified,Unclassified,,,988.9366,21159950300,"POLYGON ((-82.3720293190029 37.7534050047654, -82.3720043647026 37.753514744894, -82.3719214367271 37.7535028580688, -82.3719463910274 37.7533931179226, -82.3720293190029 37.7534050047654))"
6,Residential,Single Family Dwelling,,13131 RIVER FRONT ROAD,1582.288,21159950300,"POLYGON ((-82.3288657052838 37.7492552626687, -82.3289182504398 37.7493341168116, -82.3287692882061 37.7493967022912, -82.3287167421519 37.749317848215, -82.3288657052838 37.7492552626687))"
7,Residential,Single Family Dwelling,,13139 RIVER FRONT ROAD,1648.224,21159950300,"POLYGON ((-82.3290086326354 37.74921483831, -82.3291343428763 37.7491651189894, -82.3291969590449 37.7492649368952, -82.3290712479057 37.7493146561488, -82.3290086326354 37.74921483831))"
8,Residential,Unclassified,,4106 PIGEON ROOST ROAD,3131.621,21159950300,"POLYGON ((-82.4403079838246 37.7369921802311, -82.4402940626326 37.7367805960943, -82.4404342860552 37.736774777792, -82.4404482072472 37.736986361235, -82.4403079838246 37.7369921802311))"
9,Unclassified,Unclassified,,2584 AIRPORT ROAD,12460.57,21159950201,"POLYGON ((-82.6169375772577 37.7367665540222, -82.6170068319763 37.7367574223403, -82.6170436287669 37.736933421918, -82.6166280959643 37.7369882139931, -82.6165706028877 37.7367132138734, -82.6167091132231 37.7366949497851, -82.6166976147875 37.7366399493408, -82.6168222739994 37.7366235117163, -82.6168314718496 37.7366675120847, -82.6169145785898 37.7366565539096, -82.6169375772577 37.7367665540222))"
10,Unclassified,Unclassified,,2960 AIRPORT ROAD,4219.456,21159950201,"POLYGON ((-82.6428268854055 37.7491932708772, -82.6426023838396 37.7491860059666, -82.6426115349774 37.7490077462303, -82.6428360338484 37.7490150111584, -82.6428268854055 37.7491932708772))"
11,Residential,Single Family Dwelling,,6335 MEATHOUSE ROAD,4351.339,21159950300,"POLYGON ((-82.4971357240067 37.7362665881667, -82.4971181287052 37.736144724694, -82.4974529209301 37.7361142362386, -82.4974705171299 37.7362360990511, -82.4971357240067 37.7362665881667))"
12,Residential,Manufactured Home,,,593.36,21159950300,"POLYGON ((-82.4404198806713 37.7361055641192, -82.4404297046473 37.736239151018, -82.4403876527122 37.7362411018329, -82.4403778287363 37.7361075149377, -82.4404198806713 37.7361055641192))"
13,Commercial,Retail Trade,,,2769.014,21159950300,"POLYGON ((-82.476993558569 37.75882848012, -82.4771075682532 37.7589270343225, -82.4769627418631 37.7590326343064, -82.4768487348738 37.7589340788241, -82.476993558569 37.75882848012))"
14,Unclassified,Unclassified,,2584 AIRPORT ROAD,1384.512,21159950201,"POLYGON ((-82.6171504258778 37.7361599220292, -82.6170663345841 37.7361639486973, -82.6170545037718 37.736008123301, -82.6171385941672 37.736004095914, -82.6171504258778 37.7361599220292))"
15,Residential,Single Family Dwelling,,5146 SOUTH WOLF CREEK,890.0494,21159950201,"POLYGON ((-82.4951701975886 37.7484984969991, -82.495270263623 37.7484371900165, -82.4953217379871 37.7484901601729, -82.4952216719527 37.7485514692425, -82.4951701975886 37.7484984969991))"
16,Unclassified,Unclassified,,,1318.579,21159950201,"POLYGON ((-82.5204566104166 37.7605296038592, -82.5204458378197 37.7604408076491, -82.5205856462206 37.760430117894, -82.5205964197158 37.760518914117, -82.5204566104166 37.7605296038592))"
17,Residential,Single Family Dwelling,,81 ENTERPRISE DRIVE,10927.75,21159950201,"POLYGON ((-82.6546161883447 37.752283042035, -82.6547072649381 37.7522536682431, -82.6549133842784 37.7526565653328, -82.6546531630018 37.7527404920955, -82.6544946085575 37.7524305706561, -82.6546637532407 37.7523760187174, -82.6546161883447 37.752283042035))"
18,Residential,Single Family Dwelling,,802 CANEY FORK,1648.237,21159950300,"POLYGON ((-82.4295592273268 37.7178140026565, -82.4296918267475 37.7178506097811, -82.4296457422751 37.7179559429221, -82.4295131428544 37.7179193358495, -82.4295592273268 37.7178140026565))"
19,Unclassified,Unclassified,,10531 MEATHOUSE ROAD,890.037,21159950300,"POLYGON ((-82.5104934647707 37.6900969763022, -82.5104492434042 37.6900400418305, -82.5105567079633 37.6899873277158, -82.5106009320248 37.6900442608062, -82.5104934647707 37.6900969763022))"
20,Unclassified,Unclassified,,10531 MEATHOUSE ROAD,988.9284,21159950300,"POLYGON ((-82.5101583832883 37.6899996832451, -82.5102922502319 37.6899662491681, -82.5103174928914 37.6900300769428, -82.5101836259477 37.690063510991, -82.5101583832883 37.6899996832451))"
21,Unclassified,Unclassified,,10559 MEATHOUSE ROAD,659.2769,21159950300,"POLYGON ((-82.511013865103 37.6898067267635, -82.5108748041004 37.6897918071082, -82.5108823140162 37.6897476047328, -82.5110213759171 37.6897625251078, -82.511013865103 37.6898067267635))"
22,Residential,Single Family Dwelling,,2648 PIGEON ROOST ROAD,576.8805,21159950300,"POLYGON ((-82.4459814592915 37.7534228968181, -82.4459135583341 37.7534371140046, -82.4458884899478 37.7533616358205, -82.4459563918035 37.7533474193299, -82.4459814592915 37.7534228968181))"
23,Unclassified,Unclassified,,,4845.778,21159950201,"POLYGON ((-82.5625580471605 37.7532562230625, -82.5625523320787 37.7533117921501, -82.5627482959647 37.7533244972216, -82.5627380102546 37.7534245211729, -82.5623740757836 37.7534009257659, -82.5623900783721 37.7532453326869, -82.5625580471605 37.7532562230625))"
24,Residential,Single Family Dwelling,,13139 RIVER FRONT ROAD,791.1507,21159950300,"POLYGON ((-82.3290722809682 37.7491062822621, -82.3289765618815 37.749152995647, -82.3289324393296 37.7490959921872, -82.3290281593148 37.7490492787664, -82.3290722809682 37.7491062822621))"
25,Residential,Single Family Dwelling,,1244 BIG PETER CAVE ROAD,1878.993,21159950300,"POLYGON ((-82.4643557591147 37.7592375506839, -82.4643165117199 37.7592967600218, -82.4640803518182 37.7591980919696, -82.4641195974164 37.759138883263, -82.4643557591147 37.7592375506839))"
26,Agriculture,Agriculture,,2204 PIGEON ROOST ROAD,593.3628,21159950300,"POLYGON ((-82.4460451318788 37.759179395236, -82.44601330367 37.7592765221803, -82.4459589313408 37.7592652910849, -82.4459907604479 37.7591681641259, -82.4460451318788 37.759179395236))"
27,Unclassified,Unclassified,,,642.8159,21159950201,"POLYGON ((-82.558011039297 37.749030658311, -82.5578869621933 37.7491369919512, -82.5578560565543 37.7491142567673, -82.5579801336579 37.7490079216739, -82.558011039297 37.749030658311))"
28,Unclassified,Unclassified,,8261 MIDDLE FORK WOLF CREEK,1318.572,21159950201,"POLYGON ((-82.518838422993 37.7367836558534, -82.518698950562 37.7367707838361, -82.5187119186414 37.7366821729482, -82.5188513901741 37.7366950449808, -82.518838422993 37.7367836558534))"
29,Residential,Unclassified,,,2373.449,21159950300,"POLYGON ((-82.4875095292373 37.758856212152, -82.4874756447848 37.7590551200027, -82.4873642950121 37.7590431630475, -82.4873981803629 37.7588442558749, -82.4875095292373 37.758856212152))"
30,Residential,Single Family Dwelling,,1224 BIG PETER CAVE ROAD,1582.306,21159950300,"POLYGON ((-82.4637092990968 37.7589939148032, -82.463690859379 37.7590592001108, -82.4634715761266 37.759020161741, -82.4634900158444 37.7589548756887, -82.4637092990968 37.7589939148032))"
31,Unclassified,Unclassified,,2584 AIRPORT ROAD,3296.457,21159950201,"POLYGON ((-82.6174684258951 37.7362944281134, -82.6174217871622 37.7363996028875, -82.617156919799 37.7363255253243, -82.6172035594302 37.7362203497345, -82.6174684258951 37.7362944281134))"
32,Residential,Single Family Dwelling,,4298 SOUTH WOLF CREEK,1977.87,21159950201,"POLYGON ((-82.4961404427741 37.7588484787455, -82.4962780952184 37.7588263168392, -82.4963115907004 37.7589574601158, -82.4961739391545 37.7589796212726, -82.4961404427741 37.7588484787455))"
33,Residential,Single Family Dwelling,,2700 PIGEON ROOST ROAD,3461.271,21159950300,"POLYGON ((-82.4455890293613 37.7527933412681, -82.4453772829741 37.7526303317632, -82.4454750457281 37.7525502729737, -82.445686791217 37.7527132819447, -82.4455890293613 37.7527933412681))"
34,Residential,Single Family Dwelling,,1231 BIG PETER CAVE ROAD,2307.517,21159950300,"POLYGON ((-82.4639420471971 37.7589057538018, -82.4638030553647 37.7589218122009, -82.4637747395687 37.7587673237371, -82.4639137296044 37.7587512660147, -82.4639420471971 37.7589057538018))"
35,Unclassified,Unclassified,,2960 AIRPORT ROAD,14768.07,21159950201,"POLYGON ((-82.6417399346915 37.7479045123042, -82.6420751374465 37.7480677090865, -82.641840248661 37.7483718988872, -82.6415050450076 37.7482087013552, -82.6417399346915 37.7479045123042))"
36,Residential,Single Family Dwelling,,4298 SOUTH WOLF CREEK,824.1061,21159950201,"POLYGON ((-82.4959202216806 37.7588619271594, -82.4960473341916 37.7588144940757, -82.496077206768 37.7588649533362, -82.4959500933587 37.7589123856774, -82.4959202216806 37.7588619271594))"
37,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,494.4637,21159950201,"POLYGON ((-82.5396245448438 37.7404099028963, -82.5395824264334 37.740467847196, -82.5395216212685 37.7404399747205, -82.5395637396789 37.7403820296885, -82.5396245448438 37.7404099028963))"
38,Commercial,Retail Trade,,,14339.55,21159950300,"POLYGON ((-82.4761569368836 37.7591528962336, -82.476358070574 37.7590312877637, -82.4763325431486 37.7590046736554, -82.4763101939626 37.7590181852489, -82.4762846656389 37.758991571136, -82.4768545451771 37.7586470150197, -82.476982190389 37.7587800861085, -82.476244696897 37.7592259822377, -82.4762106588325 37.7591904956676, -82.4762888778393 37.7591432048347, -82.4762718601545 37.759125461887, -82.4761824652073 37.7591795102885, -82.4761569368836 37.7591528962336), (-82.4764554578323 37.7589303580717, -82.4763772397239 37.7589776497509, -82.4763857503629 37.7589865208879, -82.476463967573 37.7589392299246, -82.4764554578323 37.7589303580717), (-82.4763224011691 37.7591229371227, -82.476389446032 37.7590824009719, -82.4763809362913 37.7590735298464, -82.4763138923267 37.7591140660021, -82.4763224011691 37.7591229371227))"
39,Unclassified,Unclassified,,1178 BIG PETER CAVE ROAD,1285.63,21159950300,"POLYGON ((-82.4627539596568 37.7590953152719, -82.4627612162477 37.7591619733077, -82.4625793011144 37.7591744529512, -82.4625720454219 37.7591077942164, -82.4627539596568 37.7590953152719))"
40,Agriculture,Agriculture,,2204 PIGEON ROOST ROAD,461.5093,21159950300,"POLYGON ((-82.4460048990322 37.7590795083217, -82.4460293853102 37.7591551056678, -82.4459749716585 37.7591662153356, -82.4459504862788 37.7590906158703, -82.4460048990322 37.7590795083217))"
41,Unclassified,Unclassified,,2584 AIRPORT ROAD,1384.513,21159950201,"POLYGON ((-82.6156584544466 37.7358200649084, -82.6156922814069 37.7356662848155, -82.6157752677729 37.7356777986902, -82.6157414399142 37.7358315780488, -82.6156584544466 37.7358200649084))"
42,Residential,Single Family Dwelling,,4126 PIGEON ROOST ROAD,3296.464,21159950300,"POLYGON ((-82.4402082447769 37.7355161929429, -82.4402914638065 37.7357870251834, -82.4401823355675 37.7358081738202, -82.4400991174362 37.7355373416572, -82.4402082447769 37.7355161929429))"
43,Residential,Single Family Dwelling,,13212 RIVER FRONT ROAD,593.3665,21159950300,"POLYGON ((-82.3305525177069 37.7493451462703, -82.3306367671041 37.7493464532128, -82.3306351222889 37.749413348747, -82.3305508719933 37.7494120432263, -82.3305525177069 37.7493451462703))"
44,Unclassified,Unclassified,,,527.429,21159950300,"POLYGON ((-82.4293432049588 37.7179520019565, -82.4294147090588 37.7180207933057, -82.4293714102621 37.7180491929551, -82.4292999070604 37.7179804030535, -82.4293432049588 37.7179520019565))"
45,Unclassified,Unclassified,,6056 MEATHOUSE ROAD,1483.386,21159950201,"POLYGON ((-82.4999033624301 37.7359226622291, -82.4999300046648 37.7360321448236, -82.4998059311544 37.7360511876984, -82.499779289818 37.7359417037113, -82.4999033624301 37.7359226622291))"
46,Residential,Single Family Dwelling,,5162 SOUTH WOLF CREEK,5109.481,21159950201,"POLYGON ((-82.4954645108285 37.7483154971642, -82.4955085228875 37.7483975749574, -82.4955989688636 37.7483669949471, -82.4955604580874 37.7482951781852, -82.4958059541798 37.7482121761707, -82.4958609697027 37.7483147719431, -82.4954087407207 37.748467669845, -82.4953482221184 37.7483548139394, -82.4954645108285 37.7483154971642))"
47,Residential,Unclassified,,13369 RIVER FRONT ROAD,692.2492,21159950300,"POLYGON ((-82.3311749918083 37.7466090450356, -82.331237038445 37.7466695927793, -82.3311716797198 37.7467118220311, -82.3311096330832 37.7466512750321, -82.3311749918083 37.7466090450356))"
48,Unclassified,Unclassified,,7772 MIDDLE FORK WOLF CREEK,2373.436,21159950201,"POLYGON ((-82.5353199581395 37.7334877808855, -82.5353056812147 37.7336211103531, -82.5351378022578 37.7336097709281, -82.5351520791826 37.7334764421506, -82.5353199581395 37.7334877808855))"
49,Residential,Unclassified,,13369 RIVER FRONT ROAD,1780.095,21159950300,"POLYGON ((-82.3312661456568 37.7464933641856, -82.3311693773378 37.7466029220676, -82.3310658977053 37.7465452922708, -82.3311626669226 37.7464357343035, -82.3312661456568 37.7464933641856))"
50,Residential,Single Family Dwelling,,4292 PIGEON ROOST ROAD,1582.276,21159950300,"POLYGON ((-82.439785026887 37.7331051239093, -82.4398961368095 37.7331182096989, -82.4398714205628 37.7332505757523, -82.4397603106403 37.7332374899861, -82.439785026887 37.7331051239093))"
51,Residential,Single Family Dwelling,,73 FREDDIE MOORE DRIVE,1450.45,21159950300,"POLYGON ((-82.4490818256113 37.7464549627376, -82.44894320119 37.7464008389804, -82.4489927729223 37.7463207841058, -82.449131398242 37.7463749072113, -82.4490818256113 37.7464549627376))"
52,Residential,Manufactured Home,,19 FRANCIS COURT,1054.874,21159950300,"POLYGON ((-82.3318159855776 37.7462576078763, -82.3317172059306 37.7464178668431, -82.3316667502561 37.7463982569559, -82.3317655308014 37.7462379986569, -82.3318159855776 37.7462576078763))"
53,Unclassified,Unclassified,,,3560.18,21159950201,"POLYGON ((-82.536725114585 37.7463493931034, -82.5365731447918 37.7462915699011, -82.5366823727438 37.7461105620452, -82.5368343407404 37.7461683839684, -82.536725114585 37.7463493931034))"
54,Unclassified,Unclassified,,,890.042,21159950201,"POLYGON ((-82.5015759311661 37.7199333112043, -82.5015178101672 37.7198848860743, -82.5016092532732 37.7198156338697, -82.5016673733738 37.7198640583344, -82.5015759311661 37.7199333112043))"
55,Residential,Unclassified,,,1285.603,21159950201,"POLYGON ((-82.5015952341649 37.7198151961536, -82.5014426391442 37.7198947041229, -82.5013964432807 37.7198387603429, -82.5015490383014 37.7197592508924, -82.5015952341649 37.7198151961536))"
56,Unclassified,Unclassified,,,1582.282,21159950300,"POLYGON ((-82.4352940451511 37.7198021136978, -82.4352013165559 37.7196903972053, -82.4352950782137 37.7196412918917, -82.4353878050123 37.7197530091688, -82.4352940451511 37.7198021136978))"
57,Unclassified,Unclassified,,,21558.81,21159950201,"POLYGON ((-82.5649131612392 37.7539340667701, -82.5649207277489 37.7537780720993, -82.565004931332 37.7537806467637, -82.5650184428922 37.7535020853115, -82.5653552518349 37.753512384007, -82.5653276879288 37.7540806510189, -82.5649908771894 37.7540703516923, -82.5649973630257 37.7539366421394, -82.5649131612392 37.7539340667701))"
58,Unclassified,Unclassified,,,988.9354,21159950201,"POLYGON ((-82.5602184146474 37.7538432370055, -82.5601874066005 37.7539519920768, -82.5601052206334 37.7539372202835, -82.5601362295787 37.7538284637699, -82.5602184146474 37.7538432370055))"
59,Unclassified,Unclassified,,,1269.142,21159950201,"POLYGON ((-82.5378224156877 37.7409595912103, -82.5379297284316 37.7410478140865, -82.537859031917 37.7411020440522, -82.5377517191732 37.741013821951, -82.5378224156877 37.7409595912103))"
60,Unclassified,Unclassified,,,8438.924,21159950201,"POLYGON ((-82.5617096835961 37.7537983299116, -82.5617613546912 37.7534438720857, -82.561984570768 37.7534643849711, -82.5619328996728 37.7538188426987, -82.5617096835961 37.7537983299116))"
61,Unclassified,Unclassified,,10210 MEATHOUSE ROAD,791.1387,21159950201,"POLYGON ((-82.508767761584 37.6941829519246, -82.5086561171639 37.6940827761467, -82.5086981385562 37.6940532036916, -82.5088097838747 37.694153380931, -82.508767761584 37.6941829519246))"
62,Residential,Unclassified,,2909 PIGEON ROOST ROAD,1648.227,21159950300,"POLYGON ((-82.4445175808741 37.7501154711933, -82.4445740867021 37.7500133829325, -82.4447026571789 37.750058248996, -82.4446461522492 37.7501603357744, -82.4445175808741 37.7501154711933))"
63,Unclassified,Unclassified,,,461.5129,21159950201,"POLYGON ((-82.5262860118572 37.713286836159, -82.5262511248848 37.7132138639744, -82.5263036134469 37.7131980273273, -82.5263385013176 37.7132709988168, -82.5262860118572 37.713286836159))"
64,Unclassified,Unclassified,,2584 AIRPORT ROAD,6428.07,21159950201,"POLYGON ((-82.6161878145755 37.7372069961347, -82.615927807098 37.7374104988573, -82.6157799686568 37.737291372348, -82.6160399779309 37.7370878678771, -82.6161878145755 37.7372069961347))"
65,Residential,Single Family Dwelling,,13190 RIVER FRONT ROAD,1384.521,21159950300,"POLYGON ((-82.330426713143 37.7496691067644, -82.3305047974024 37.7496439510691, -82.3305787197671 37.7497886182193, -82.3305006373043 37.7498137738655, -82.330426713143 37.7496691067644))"
66,Residential,Unclassified,,2943 PIGEON ROOST ROAD,2637.152,21159950300,"POLYGON ((-82.4444371061977 37.7497412936752, -82.4445935217533 37.7496132011038, -82.4446943477625 37.7496908239301, -82.4445379322069 37.7498189177878, -82.4444371061977 37.7497412936752))"
67,Unclassified,Unclassified,,2969 AIRPORT ROAD,13713.24,21159950201,"POLYGON ((-82.6418884540557 37.7494361797286, -82.6419084640287 37.7494778569242, -82.6420003158682 37.749450051768, -82.6421303820399 37.7497209466761, -82.6418941889005 37.7497924438442, -82.6416440655861 37.7492714929231, -82.6418540126477 37.749207939204, -82.6419540634108 37.7494163199074, -82.6418884540557 37.7494361797286))"
68,Residential,Unclassified,,2584 AIRPORT ROAD,2983.272,21159950201,"POLYGON ((-82.6142247926605 37.7370805250537, -82.6143918164212 37.7372159473166, -82.6142212937224 37.7373485887874, -82.6141721702494 37.7373087589325, -82.6142624464439 37.7372385369692, -82.6141445479528 37.7371429447131, -82.6142247926605 37.7370805250537))"
69,Residential,Manufactured Home,,13059 RIVER FRONT ROAD,890.027,21159950300,"POLYGON ((-82.3275883647302 37.7496854257145, -82.3277144091443 37.7496929242621, -82.3277081128525 37.7497596461721, -82.3275820693367 37.7497521469211, -82.3275883647302 37.7496854257145))"
70,Unclassified,Unclassified,,,1483.394,21159950201,"POLYGON ((-82.5459569561312 37.7131503631564, -82.5458460258717 37.7131023450547, -82.5459131866173 37.7130044291062, -82.5460241159784 37.7130524472712, -82.5459569561312 37.7131503631564))"
71,Residential,Manufactured Home,,13059 RIVER FRONT ROAD,3032.724,21159950300,"POLYGON ((-82.3277616991559 37.7497316770446, -82.3277278910601 37.7496465997478, -82.3280359368458 37.7495694208079, -82.3280697458398 37.7496544981935, -82.3277616991559 37.7497316770446))"
72,Unclassified,Unclassified,,2969 AIRPORT ROAD,3807.406,21159950201,"POLYGON ((-82.6429744390808 37.7496817868908, -82.6428824803418 37.7497093689285, -82.6427187228554 37.7493651410666, -82.6428106815944 37.7493375603213, -82.6429744390808 37.7496817868908))"
73,Unclassified,Unclassified,,2943 PIGEON ROOST ROAD,890.0488,21159950300,"POLYGON ((-82.4443363062397 37.7496506938703, -82.4442672698118 37.7496890567249, -82.4441947982262 37.749606831913, -82.4442638337558 37.7495684690157, -82.4443363062397 37.7496506938703))"
74,Unclassified,Unclassified,,,857.0687,21159950300,"POLYGON ((-82.4363497291033 37.7128477810855, -82.4364411299886 37.7127223109207, -82.4364897261505 37.7127446529231, -82.4363983252653 37.71287012305, -82.4363497291033 37.7128477810855))"
75,Unclassified,Unclassified,,2960 AIRPORT ROAD,2571.234,21159950201,"POLYGON ((-82.6424246746185 37.7494747238193, -82.6424442632816 37.749573865109, -82.6423055292658 37.7495911472367, -82.6422620013986 37.7493708319469, -82.6423452410895 37.7493604630661, -82.6423691811918 37.7494816356857, -82.6424246746185 37.7494747238193))"
76,Residential,Single Family Dwelling,,13212 RIVER FRONT ROAD,1977.863,21159950300,"POLYGON ((-82.3306501906294 37.749460037788, -82.3307528168624 37.7494237268543, -82.3308385610563 37.749576515921, -82.3307359357216 37.7496128282003, -82.3306501906294 37.749460037788))"
77,Industrial,Light,,,593.3622,21159950300,"POLYGON ((-82.4920063069034 37.7494609853198, -82.4920845627411 37.7494857901924, -82.4920533220304 37.7495479280592, -82.4919750652945 37.7495231217868, -82.4920063069034 37.7494609853198))"
78,Residential,Manufactured Home,,19 FRANCIS COURT,1813.055,21159950300,"POLYGON ((-82.331629077608 37.7462535860191, -82.331571095848 37.7463021352613, -82.3315201461 37.7462637670993, -82.3316554377717 37.7461504858995, -82.331757338166 37.746227222321, -82.3316800282543 37.7462919541864, -82.331629077608 37.7462535860191))"
79,Residential,Single Family Dwelling,,4372 PIGEON ROOST ROAD,1977.868,21159950300,"POLYGON ((-82.4399314630581 37.7329907568935, -82.4397927703647 37.7329733842145, -82.439819018239 37.7328412038043, -82.4399577100341 37.7328585758039, -82.4399314630581 37.7329907568935))"
80,Unclassified,Unclassified,,7772 MIDDLE FORK WOLF CREEK,9493.759,21159950201,"POLYGON ((-82.5337562014357 37.7324536519909, -82.5339806167633 37.7324616730491, -82.5339578929799 37.7328626999837, -82.5337334758556 37.7328546782585, -82.5337562014357 37.7324536519909))"
81,Residential,Manufactured Home,,31 FRANCIS COURT,1384.498,21159950300,"POLYGON ((-82.33160293304 37.7461738691002, -82.3314575128635 37.7462789389164, -82.3314008049145 37.7462294513201, -82.3315462241927 37.7461243807232, -82.33160293304 37.7461738691002))"
82,Residential,Single Family Dwelling,,3240 PIGEON ROOST ROAD,1846.023,21159950300,"POLYGON ((-82.4483395629634 37.7462339938465, -82.4482280191546 37.7462233588647, -82.4482514597936 37.7460683558912, -82.4483630053991 37.7460789923159, -82.4483395629634 37.7462339938465))"
83,Unclassified,Unclassified,,,791.1397,21159950201,"POLYGON ((-82.5023568896432 37.7106238929397, -82.5022585447808 37.710515258985, -82.5023041252983 37.7104892158643, -82.502402471059 37.7105978498572, -82.5023568896432 37.7106238929397))"
84,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,1961.396,21159950201,"POLYGON ((-82.5378648260506 37.7405642101824, -82.537947158443 37.7405215732171, -82.5380775507032 37.7406803577829, -82.5379952183107 37.7407229960775, -82.5378648260506 37.7405642101824))"
85,Unclassified,Unclassified,,8008 MEATHOUSE ROAD,2653.62,21159950201,"POLYGON ((-82.5044635072564 37.7191094259514, -82.5044995476656 37.7190615822523, -82.5045597770104 37.7190902110217, -82.5044660710482 37.7192146038165, -82.5042612919943 37.719117265124, -82.504318956649 37.7190407159093, -82.5044635072564 37.7191094259514))"
86,Unclassified,Unclassified,,,988.9371,21159950201,"POLYGON ((-82.5580083919618 37.748894710022, -82.557933195786 37.7488645237231, -82.557996556658 37.7487650107064, -82.5580717528338 37.7487951970459, -82.5580083919618 37.748894710022))"
87,Residential,Single Family Dwelling,,8676 MEATHOUSE ROAD,2109.713,21159950201,"POLYGON ((-82.5019198089518 37.7102037486628, -82.502088153236 37.710321842082, -82.5020138302227 37.7103887117612, -82.5018454868367 37.7102706198699, -82.5019198089518 37.7102037486628))"
88,Unclassified,Unclassified,,,988.9402,21159950201,"POLYGON ((-82.5618514763755 37.753099253908, -82.5619352110381 37.7531067428762, -82.5619194923172 37.7532175502542, -82.5618357567563 37.7532100612972, -82.5618514763755 37.753099253908))"
89,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,3444.792,21159950201,"POLYGON ((-82.5363747231152 37.7401325541732, -82.5363849737909 37.7400101642759, -82.5366511769489 37.740024226334, -82.5366409253749 37.7401466147872, -82.5363747231152 37.7401325541732))"
90,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,7515.902,21159950201,"POLYGON ((-82.5378758537691 37.7396946619974, -82.5383618899485 37.7398695130023, -82.5382923603455 37.7399913987591, -82.5378063250644 37.7398165501732, -82.5378758537691 37.7396946619974))"
91,Residential,Single Family Dwelling,,43 ENTERPRISE DRIVE,9065.225,21159950201,"POLYGON ((-82.6543267843978 37.7528313189523, -82.6540540720473 37.7528846837094, -82.6539767801019 37.7526356750736, -82.6543313020254 37.7525663000802, -82.6543817109876 37.7527286981903, -82.6542998978214 37.7527447067914, -82.6543267843978 37.7528313189523))"
92,Unclassified,Unclassified,,2584 AIRPORT ROAD,1483.413,21159950201,"POLYGON ((-82.6175374587297 37.7364971121011, -82.6172848318106 37.7364913442162, -82.617286850325 37.7364356140207, -82.6175394763459 37.7364413811995, -82.6175374587297 37.7364971121011))"
93,Residential,Single Family Dwelling,,,2637.174,21159950300,"POLYGON ((-82.3298028232966 37.7486190211039, -82.3298584056565 37.7487214309238, -82.3296520482627 37.7487920461546, -82.3295964650045 37.7486896357222, -82.3298028232966 37.7486190211039))"
94,Residential,Single Family Dwelling,,36 RUNYON DRIVE,1483.399,21159950300,"POLYGON ((-82.3312661788945 37.7487007533543, -82.3312987509084 37.7486390452188, -82.3314930376397 37.7487037018137, -82.3314604656258 37.7487654098952, -82.3312661788945 37.7487007533543))"
95,Agriculture,Agriculture,,2204 PIGEON ROOST ROAD,1977.863,21159950300,"POLYGON ((-82.4458521387215 37.7590698488723, -82.4458156967654 37.7589392008063, -82.445952829085 37.7589150901303, -82.4459892728378 37.759045738239, -82.4458521387215 37.7590698488723))"
96,Residential,Single Family Dwelling,,5146 SOUTH WOLF CREEK,2307.507,21159950201,"POLYGON ((-82.495069410207 37.7484934183328, -82.4951589021722 37.7485793528696, -82.4950073851299 37.7486788370136, -82.4949178931647 37.7485929011718, -82.495069410207 37.7484934183328))"
97,Unclassified,Unclassified,,,4878.746,21159950201,"POLYGON ((-82.6161238392559 37.7485109890958, -82.6158450156665 37.7481628532375, -82.6159398121835 37.7481149828485, -82.6162186366712 37.748463118932, -82.6161238392559 37.7485109890958))"
98,Residential,Single Family Dwelling,,6348 MEATHOUSE ROAD,1846.01,21159950201,"POLYGON ((-82.4984376343816 37.735855437652, -82.4986144973897 37.7357873001179, -82.4986635229464 37.7358675631726, -82.4984866608366 37.7359356999224, -82.4984376343816 37.735855437652))"
