,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
26,Residential,Single Family Dwelling,,240 GAYLE CARTER ROAD,923.0132,21159950202,"POLYGON ((-82.5773910668612 37.9159667871589, -82.5774422169334 37.9159854208082, -82.5773598953208 37.9161272512632, -82.5773087425536 37.9161086169412, -82.5773910668612 37.9159667871589))"
27,Residential,Unclassified,,37 LITTLE LICK ROAD,3296.446,21159950202,"POLYGON ((-82.5392457225936 37.9243741287162, -82.5391082255579 37.9243980188398, -82.5390479063815 37.9241801871673, -82.5391854034172 37.924156296973, -82.5392457225936 37.9243741287162))"
28,Residential,Temporary Lodging,,44 MEADOW LARK LANE,1714.144,21159950202,"POLYGON ((-82.4827490223735 37.9242186932066, -82.482849484565 37.9242589991017, -82.4827667982363 37.9243883172425, -82.4826663351465 37.924348010001, -82.4827490223735 37.9242186932066))"
29,Residential,Manufactured Home,,32 PACKS DRIVE,2225.098,21159950202,"POLYGON ((-82.541538454964 37.9243479299279, -82.5413409019583 37.9242888812885, -82.5413856290763 37.9241949886815, -82.541583182082 37.9242540381048, -82.541538454964 37.9243479299279))"
30,Residential,Temporary Lodging,,60 MEADOW LARK LANE,1582.296,21159950202,"POLYGON ((-82.4823864910709 37.9242384663404, -82.4824416422395 37.9241606896684, -82.482588920132 37.9242262208019, -82.4825337689634 37.924303996696, -82.4823864910709 37.9242384663404))"
31,Unclassified,Unclassified,,402 JOHNSON BOTTOM,857.0768,21159950202,"POLYGON ((-82.5489014063587 37.9243047010565, -82.5488542636709 37.9242803120395, -82.5489543297054 37.9241589478963, -82.5490014732915 37.9241833376622, -82.5489014063587 37.9243047010565))"
32,Residential,Single Family Dwelling,,348 SANSOM DRIVE,2769.009,21159950202,"POLYGON ((-82.5314036107246 37.9160590028764, -82.5312914659428 37.9160670252649, -82.5312648838953 37.915833812941, -82.5313770268804 37.9158257898184, -82.5314036107246 37.9160590028764))"
33,Residential,Manufactured Home,,49 WEBB STEPP ROAD,593.3658,21159950202,"POLYGON ((-82.5440418889809 37.9159957556674, -82.5439700462161 37.9160309230925, -82.5439256559663 37.9159740073177, -82.5439974987312 37.9159388412827, -82.5440418889809 37.9159957556674))"
34,Residential,Manufactured Home,,1323 PETER CAVE BRANCH,593.363,21159950202,"POLYGON ((-82.5172546131971 37.9241915632451, -82.5172458977422 37.9242581097929, -82.5171618881951 37.9242512057801, -82.51717060365 37.9241846599346, -82.5172546131971 37.9241915632451))"
35,Residential,Single Family Dwelling,,2646 TUG RIVER ROAD,5323.749,21159950202,"POLYGON ((-82.4829972888703 37.9239481676583, -82.4831946945522 37.92405531876, -82.4830435107849 37.9242300877024, -82.4828461051029 37.9241229361467, -82.4829972888703 37.9239481676583))"
36,Residential,Single Family Dwelling,,4618 NORTH MILO ROAD,3131.638,21159950202,"POLYGON ((-82.565367144631 37.9157586027763, -82.5654982241023 37.9157992201726, -82.5654008116912 37.9159965238897, -82.5652697331182 37.915955907311, -82.565367144631 37.9157586027763))"
37,Unclassified,Unclassified,,4680 ROCKCASTLE ROAD,725.2192,21159950202,"POLYGON ((-82.548267369143 37.9158982997936, -82.5481466149076 37.9159750646867, -82.5481113793889 37.9159402770942, -82.5482321336243 37.9158635142909, -82.548267369143 37.9158982997936))"
38,Residential,Manufactured Home,,49 WEBB STEPP ROAD,1977.89,21159950202,"POLYGON ((-82.5438304129866 37.9158667282158, -82.5439785317022 37.9158024248873, -82.5440461721482 37.915900211139, -82.5438980534326 37.9159645136734, -82.5438304129866 37.9158667282158))"
39,Residential,Single Family Dwelling,,,1384.497,21159950202,"POLYGON ((-82.546631586418 37.9207772861946, -82.5464364319141 37.9207989622595, -82.5464247062047 37.9207327080871, -82.5466198589119 37.920711031294, -82.546631586418 37.9207772861946))"
40,Unclassified,Unclassified,,,395.5742,21159950202,"POLYGON ((-82.5356788710281 37.9102471322383, -82.5356056071285 37.9102138650363, -82.5356335986328 37.9101751666814, -82.5357068634307 37.9102084339009, -82.5356788710281 37.9102471322383))"
41,Residential,Single Family Dwelling,,19 HAMMOND LANE,1631.757,21159950100,"POLYGON ((-82.4756890763173 37.9101984547289, -82.4755629043424 37.9101895861639, -82.4755765847859 37.9100674070958, -82.4757027567608 37.9100762749668, -82.4756890763173 37.9101984547289))"
42,Residential,Single Family Dwelling,,899 BIG LICK ROAD,1977.867,21159950202,"POLYGON ((-82.5343296293191 37.9100794246484, -82.5341503651143 37.9101677630965, -82.5340909002358 37.9100920141595, -82.5342701644406 37.9100036777466, -82.5343296293191 37.9100794246484))"
43,Residential,Single Family Dwelling,,19 HAMMOND LANE,527.4295,21159950100,"POLYGON ((-82.4754852692406 37.9101419958368, -82.4754886675673 37.9100528309558, -82.475544938935 37.910054176871, -82.47554153971 37.9101433417503, -82.4754852692406 37.9101419958368))"
44,Residential,Single Family Dwelling,,1088 TUG RIVER ROAD,988.9379,21159950100,"POLYGON ((-82.4763970332028 37.9099420143501, -82.4764571754111 37.9101023448854, -82.4764032109171 37.9101150513361, -82.4763430687088 37.9099547208285, -82.4763970332028 37.9099420143501))"
45,Residential,Single Family Dwelling,,125 BRANDON PLACE,1582.297,21159950202,"POLYGON ((-82.4914111856041 37.9101126919111, -82.4913000101045 37.9100985793019, -82.491326731391 37.9099664563168, -82.4914379050939 37.9099805689513, -82.4914111856041 37.9101126919111))"
46,Unclassified,Unclassified,,732 BIG LICK ROAD,1977.865,21159950202,"POLYGON ((-82.5374253306878 37.9099130136901, -82.5375820220261 37.909962935954, -82.5375295119045 37.9100663907493, -82.5373728205661 37.9100164671382, -82.5374253306878 37.9099130136901))"
47,Residential,Manufactured Home,,472 LITTLE LICK ROAD,1648.22,21159950202,"POLYGON ((-82.5326589955544 37.9207314020514, -82.5325409236884 37.920670697943, -82.532617552677 37.9205771649613, -82.5327356263397 37.9206378677297, -82.5326589955544 37.9207314020514))"
48,Residential,Single Family Dwelling,,418 LITTLE LICK ROAD,692.2628,21159950202,"POLYGON ((-82.5342594789803 37.9206622409472, -82.5342124207341 37.9207177967445, -82.5341306012798 37.9206743049569, -82.5341776604242 37.9206187498355, -82.5342594789803 37.9206622409472))"
49,Residential,Single Family Dwelling,,75 BRANDON PLACE,6510.514,21159950202,"POLYGON ((-82.4916631837026 37.9094007658028, -82.4915788660334 37.9093971171281, -82.491541255369 37.9099426890806, -82.4914428826589 37.9099384323248, -82.4914835646632 37.9093483228203, -82.4916662541442 37.9093562289958, -82.4916631837026 37.9094007658028))"
50,Residential,Manufactured Home,,36 HAMMOND LANE,1483.402,21159950100,"POLYGON ((-82.4755641350344 37.9097582861381, -82.4755875056048 37.9099245202587, -82.4755035813977 37.9099319259943, -82.4754802090306 37.9097656933081, -82.4755641350344 37.9097582861381))"
51,Residential,Single Family Dwelling,,1072 TUG RIVER ROAD,1681.185,21159950100,"POLYGON ((-82.4763364867527 37.9099191401319, -82.4763136488832 37.9097304427987, -82.4763977078376 37.9097240569378, -82.4764205457071 37.9099127542873, -82.4763364867527 37.9099191401319))"
52,Unclassified,Unclassified,,219 VINEYARD VALLEY,1186.747,21159950202,"POLYGON ((-82.539322279717 37.920706693667, -82.5392693033698 37.9206915881498, -82.539355111344 37.9205027398691, -82.5394080885896 37.9205178461336, -82.539322279717 37.920706693667))"
53,Residential,Single Family Dwelling,,175 WEEPING CHERRY LANE,2373.443,21159950202,"POLYGON ((-82.5549928337913 37.9096284971761, -82.5548744017009 37.9098059206561, -82.554774872859 37.9097642176859, -82.5548933058477 37.9095867926879, -82.5549928337913 37.9096284971761))"
54,Unclassified,Unclassified,,936 BIG LICK ROAD,692.2399,21159950202,"POLYGON ((-82.5334968039142 37.9097756576549, -82.533432972325 37.9097318588864, -82.5334974659726 37.9096728573387, -82.5335612975617 37.909716654725, -82.5334968039142 37.9097756576549))"
55,Residential,Manufactured Home,,42 HAMMOND LANE,988.941,21159950100,"POLYGON ((-82.4754641534415 37.9095745447098, -82.4754979983682 37.9096827812993, -82.4754160306918 37.9096988692825, -82.4753821857651 37.9095906341342, -82.4754641534415 37.9095745447098))"
56,Residential,Single Family Dwelling,,864 BIG LICK ROAD,1846.001,21159950202,"POLYGON ((-82.5341462966444 37.9095279086772, -82.5343229296838 37.9095970837946, -82.5342730390495 37.9096770517396, -82.5340964060101 37.9096078766974, -82.5341462966444 37.9095279086772))"
57,Residential,Single Family Dwelling,,,527.4352,21159950202,"POLYGON ((-82.584802338635 37.9205410061848, -82.5848653410792 37.9206149401455, -82.5848186753968 37.9206398951701, -82.5847556729527 37.9205659612345, -82.584802338635 37.9205410061848))"
58,Residential,Manufactured Home,,36 HAMMOND LANE,3906.3,21159950100,"POLYGON ((-82.475835633761 37.9095277286535, -82.4757124091585 37.9095509651669, -82.4756863409473 37.9094641831132, -82.4755631163448 37.9094874189378, -82.4755142372136 37.909324702097, -82.4756648451608 37.9092963029282, -82.4757137242921 37.9094590198319, -82.4758095646514 37.9094409472812, -82.475835633761 37.9095277286535))"
59,Residential,Single Family Dwelling,,418 LITTLE LICK ROAD,692.2527,21159950202,"POLYGON ((-82.533653057773 37.920499067651, -82.5336575547393 37.9205658747795, -82.5335591631646 37.9205700317095, -82.5335546661983 37.9205032231675, -82.533653057773 37.920499067651))"
60,Residential,Single Family Dwelling,,132 JOHNSON BOTTOM,1433.965,21159950202,"POLYGON ((-82.5490384416604 37.9205487453338, -82.5490240237001 37.9205056297387, -82.5489151721422 37.9205284751538, -82.5489043582228 37.9204961388053, -82.5491356663236 37.9204475928, -82.5491609008982 37.9205230440712, -82.5490384416604 37.9205487453338))"
61,Residential,Manufactured Home,,434 PETER CAVE BRANCH,2373.451,21159950202,"POLYGON ((-82.5288196840649 37.9293256128871, -82.5289263131908 37.9292218287709, -82.5290573396615 37.9293062860994, -82.5289507123323 37.9294100708049, -82.5288196840649 37.9293256128871))"
62,Residential,Single Family Dwelling,,14 RAINWATER DRIVE,296.6882,21159950202,"POLYGON ((-82.5280250137033 37.9291711543273, -82.5279160732122 37.9291199172476, -82.5279304480534 37.9291007413303, -82.5280393894428 37.9291519777149, -82.5280250137033 37.9291711543273))"
63,Residential,Single Family Dwelling,,14 RAINWATER DRIVE,461.5035,21159950202,"POLYGON ((-82.5278159972963 37.9290246002132, -82.5279143421587 37.9290295431741, -82.5279107749487 37.929074056024, -82.527812429188 37.929069111649, -82.5278159972963 37.9290246002132))"
64,Residential,Manufactured Home,,76 VINEYARD VALLEY,1318.593,21159950202,"POLYGON ((-82.539382552181 37.9226465767027, -82.5392700696327 37.9226423036749, -82.5392768123872 37.9225309256669, -82.5393892931389 37.9225351987011, -82.539382552181 37.9226465767027))"
65,Residential,Single Family Dwelling,,124 CALF CREEK,1318.594,21159950202,"POLYGON ((-82.4970166199764 37.922521167133, -82.4970201764066 37.9226326386947, -82.4969076004335 37.9226348921325, -82.4969040440033 37.9225234198656, -82.4970166199764 37.922521167133))"
66,Residential,Manufactured Home,,35 GAYLE CARTER ROAD,1714.143,21159950202,"POLYGON ((-82.5771778472369 37.9131797402029, -82.5772322626852 37.913191171845, -82.5771384722813 37.9134713981859, -82.5770840550364 37.9134599658786, -82.5771778472369 37.9131797402029))"
67,Residential,Single Family Dwelling,,78 LEWIS PRESTON ROAD,923.001,21159950202,"POLYGON ((-82.5635250278683 37.9134058277033, -82.5633384037664 37.9134559169804, -82.5633203413409 37.9134136732019, -82.5635069654429 37.9133635853135, -82.5635250278683 37.9134058277033))"
68,Residential,Single Family Dwelling,,35 LEWIS PRESTON ROAD,791.1539,21159950202,"POLYGON ((-82.5621289147628 37.9134426370461, -82.5620791400112 37.9133885917, -82.5621700971287 37.9133360119427, -82.5622198727786 37.9133900580361, -82.5621289147628 37.9134426370461))"
69,Unclassified,Unclassified,,71 WHITE ROAD,1054.871,21159950202,"POLYGON ((-82.5505630587673 37.9224436309961, -82.5506482388192 37.9226087876808, -82.5505961158715 37.9226256572887, -82.5505109367179 37.9224605013505, -82.5505630587673 37.9224436309961))"
70,Residential,Manufactured Home,,57 VINEYARD VALLEY,2966.811,21159950202,"POLYGON ((-82.5387286226716 37.9226095778016, -82.538559750178 37.9226126078969, -82.5385549702424 37.9224453926504, -82.5387238418377 37.9224423632569, -82.5387286226716 37.9226095778016))"
71,Residential,Unclassified,,173 SANSOM DRIVE,2966.794,21159950202,"POLYGON ((-82.5323515417585 37.913194039323, -82.5324797457226 37.9132400500679, -82.5323752069763 37.9134228758927, -82.5322470030122 37.9133768638447, -82.5323515417585 37.913194039323))"
72,Residential,Manufactured Home,,5412 ROCKCASTLE ROAD,2637.144,21159950202,"POLYGON ((-82.5468389077041 37.9225210232812, -82.5469066263035 37.9224232699251, -82.547104070613 37.9225090991744, -82.5470363520136 37.9226068517077, -82.5468389077041 37.9225210232812))"
73,Residential,Single Family Dwelling,,73 OAKIE DRIVE,2307.515,21159950202,"POLYGON ((-82.4995140891799 37.9224574351088, -82.4994455638933 37.9226038017706, -82.4993135834118 37.9225650298585, -82.4993821078 37.9224186617023, -82.4995140891799 37.9224574351088))"
74,Residential,Single Family Dwelling,,192 LEWIS PRESTON ROAD,1318.573,21159950202,"POLYGON ((-82.5664911400707 37.9132792833105, -82.5665825706003 37.9133640537758, -82.5664969710352 37.9134220041708, -82.5664055396072 37.913337231646, -82.5664911400707 37.9132792833105))"
75,Residential,Single Family Dwelling,,35 LEWIS PRESTON ROAD,725.2155,21159950202,"POLYGON ((-82.5618312040945 37.9133157610365, -82.5618718025554 37.9132848623413, -82.5619790578071 37.9133733152964, -82.5619384593461 37.9134042139543, -82.5618312040945 37.9133157610365))"
76,Residential,Unclassified,,15 VINEYARD VALLEY,2373.44,21159950202,"POLYGON ((-82.5381359465865 37.9224728471, -82.5383874730694 37.9224486573091, -82.5384010439184 37.922537211208, -82.5381495183338 37.9225614009697, -82.5381359465865 37.9224728471))"
77,Residential,Manufactured Home,,76 VINEYARD VALLEY,1846.008,21159950202,"POLYGON ((-82.5391140017251 37.9225547880441, -82.5389178015823 37.9225401449327, -82.53892836577 37.922451335222, -82.5391245650146 37.9224659769337, -82.5391140017251 37.9225547880441))"
78,Residential,Manufactured Home,,1184 PETER CAVE BRANCH,2966.799,21159950202,"POLYGON ((-82.5196752818336 37.9223355811276, -82.5196716391651 37.9225362708571, -82.5195308911264 37.9225346672292, -82.5195345328966 37.9223339767867, -82.5196752818336 37.9223355811276))"
79,Residential,Manufactured Home,,95 JUSTICE MUNCY CEMETERY LANE,923.0224,21159950202,"POLYGON ((-82.5434401794373 37.9133741133122, -82.5433821734228 37.9132249231731, -82.5434359771184 37.9132117920281, -82.5434939831329 37.9133609829025, -82.5434401794373 37.9133741133122))"
80,Residential,Manufactured Home,,1312 TUG RIVER ROAD,3626.09,21159950100,"POLYGON ((-82.4783446993164 37.9133669432173, -82.4781366081741 37.9132167551873, -82.4782408729342 37.913126080916, -82.4784489631782 37.9132762698398, -82.4783446993164 37.9133669432173))"
81,Unclassified,Unclassified,,,791.1431,21159950202,"POLYGON ((-82.559261073761 37.9133470792795, -82.5593096977706 37.9132666213468, -82.5593858632286 37.9132955129596, -82.5593372410156 37.913375970152, -82.559261073761 37.9133470792795))"
82,Residential,Manufactured Home,,4252 ROCKCASTLE ROAD,593.3646,21159950202,"POLYGON ((-82.5488031504296 37.9133177220592, -82.5489047966006 37.9132578381978, -82.5489383908973 37.9132936291865, -82.548836743828 37.9133535130187, -82.5488031504296 37.9133177220592))"
83,Unclassified,Unclassified,,138 SANSOM DRIVE,923.0044,21159950202,"POLYGON ((-82.5316921127629 37.9132220131732, -82.531790602254 37.9132200131684, -82.5317934876427 37.9133091876764, -82.5316949990499 37.9133111890963, -82.5316921127629 37.9132220131732))"
84,Unclassified,Unclassified,,,791.1526,21159950202,"POLYGON ((-82.5637434810774 37.9132913329394, -82.5637215909306 37.9132267169406, -82.5638303382839 37.9132035928572, -82.5638522284308 37.9132682088762, -82.5637434810774 37.9132913329394))"
85,Residential,Manufactured Home,,35 VINEYARD VALLEY,2142.695,21159950202,"POLYGON ((-82.5377342702971 37.9223192500129, -82.5379126128305 37.922351713822, -82.5378810891505 37.9224603872611, -82.5377027448205 37.9224279227914, -82.5377342702971 37.9223192500129))"
86,Residential,Unclassified,,,1977.87,21159950202,"POLYGON ((-82.5594482503268 37.9131097980755, -82.5595639263859 37.9131733156618, -82.5594677177173 37.9132832896953, -82.5593520407599 37.913219772204, -82.5594482503268 37.9131097980755))"
87,Residential,Manufactured Home,,4252 ROCKCASTLE ROAD,923.0093,21159950202,"POLYGON ((-82.5487094723151 37.9131271142296, -82.5488510971096 37.9132356503417, -82.5488119548177 37.9132677078122, -82.5486703300233 37.9131591717474, -82.5487094723151 37.9131271142296))"
88,Residential,Manufactured Home,,5167 TURKEY CREEK,1054.865,21159950202,"POLYGON ((-82.4876560291888 37.913225672289, -82.4877044187382 37.9131451249248, -82.4878060891637 37.9131834631055, -82.4877576978177 37.913264009719, -82.4876560291888 37.913225672289))"
89,Residential,Single Family Dwelling,,85 GOLDEN ROD ROAD,4845.762,21159950202,"POLYGON ((-82.5507561848753 37.9132474391693, -82.5505201866704 37.9131064656739, -82.5506388127969 37.9129818201391, -82.5508748110018 37.9131227917471, -82.5507561848753 37.9132474391693))"
90,Residential,Manufactured Home,,57 VINEYARD VALLEY,2307.508,21159950202,"POLYGON ((-82.538735407647 37.9224254751825, -82.5385417398549 37.9223966091233, -82.5385677676419 37.9222870271243, -82.5387614372306 37.9223158918092, -82.538735407647 37.9224254751825))"
91,Residential,Single Family Dwelling,,1242 PETER CAVE BRANCH,1681.179,21159950202,"POLYGON ((-82.5190406355601 37.9222211640401, -82.5191069473977 37.9222625970461, -82.5189587487321 37.9224114308381, -82.5188924368944 37.9223699972073, -82.5190406355601 37.9222211640401))"
92,Residential,Single Family Dwelling,,186 LEWIS PRESTON ROAD,791.142,21159950202,"POLYGON ((-82.5657569919047 37.9132281797364, -82.5655942890405 37.9131922838255, -82.5656093933136 37.9131493177103, -82.5657720943813 37.9131852129335, -82.5657569919047 37.9132281797364))"
93,Residential,Single Family Dwelling,,68 MILO SUBDIVISION ROAD,3296.447,21159950202,"POLYGON ((-82.5791361431152 37.91312048699, -82.5791961146436 37.9130196126898, -82.579450768162 37.9131146379243, -82.5793907957353 37.9132155128029, -82.5791361431152 37.91312048699))"
94,Residential,Manufactured Home,,,2076.769,21159950202,"POLYGON ((-82.4967425978821 37.9222691192932, -82.4969285051285 37.922217323962, -82.496970538199 37.9223119957542, -82.4967846309526 37.92236379031, -82.4967425978821 37.9222691192932))"
95,Residential,Single Family Dwelling,,93 LEWIS PRESTON ROAD,1450.429,21159950202,"POLYGON ((-82.5638522697533 37.9131677699323, -82.5637489832585 37.9132032838556, -82.5636873462536 37.9130907689407, -82.5637906318501 37.913055254963, -82.5638522697533 37.9131677699323))"
96,Residential,Manufactured Home,,159 MILO SUBDIVISION ROAD,1846.017,21159950202,"POLYGON ((-82.5773539862028 37.9131296089234, -82.5774022778359 37.913049026018, -82.5775802736196 37.9131159809486, -82.5775319819865 37.913196563072, -82.5773539862028 37.9131296089234))"
97,Residential,Manufactured Home,,1302 TUG RIVER ROAD,1054.861,21159950100,"POLYGON ((-82.4780394931054 37.9131665183338, -82.4779701728099 37.9130962211249, -82.4780589030037 37.9130413030892, -82.4781282232993 37.9131116003505, -82.4780394931054 37.9131665183338))"
98,Unclassified,Unclassified,,,741.7057,21159950202,"POLYGON ((-82.5156752752146 37.9159176421532, -82.5158825560765 37.9158858678974, -82.515890578032 37.9159187108622, -82.5156832962717 37.9159504851038, -82.5156752752146 37.9159176421532))"
99,Residential,Single Family Dwelling,,991 PETER CAVE BRANCH,1186.716,21159950202,"POLYGON ((-82.5208171232047 37.924075563875, -82.5208847573625 37.9240354917222, -82.5209859310197 37.9241426441139, -82.5209182968619 37.9241827147911, -82.5208171232047 37.924075563875))"
0,Residential,Single Family Dwelling,,221 TURKEY CRUM BRANCH,2472.32,21159950100,"POLYGON ((-82.4860050559523 37.910646715249, -82.4861750827811 37.9107458578005, -82.4860916580373 37.9108356646705, -82.4859216312085 37.9107365201137, -82.4860050559523 37.910646715249))"
1,Unclassified,Unclassified,,,593.3596,21159950202,"POLYGON ((-82.5062398646453 37.910799245249, -82.5062807496688 37.910740705949, -82.5063546378975 37.910773096907, -82.506313752874 37.91083163689, -82.5062398646453 37.910799245249))"
2,Residential,Single Family Dwelling,,54 ELI CRUM LANE,3692.033,21159950202,"POLYGON ((-82.5035687052833 37.9107977561815, -82.5033505628913 37.9107534810375, -82.5033994608872 37.9106022543231, -82.5036176032792 37.9106465302668, -82.5035687052833 37.9107977561815))"
3,Residential,Unclassified,,194 TURKEY CRUM BRANCH,2637.159,21159950100,"POLYGON ((-82.486754614717 37.9107859570389, -82.4865430129585 37.9107249229531, -82.4865911599628 37.9106201437325, -82.4868027608229 37.9106811771966, -82.486754614717 37.9107859570389))"
4,Residential,Single Family Dwelling,,330 SPENCE BRANCH,3461.261,21159950202,"POLYGON ((-82.5824718159372 37.9207721740212, -82.5826192546282 37.9208757482578, -82.5824791686479 37.9210008856796, -82.5823317299569 37.9208973123278, -82.5824718159372 37.9207721740212))"
5,Residential,Unclassified,,454 SPENCE BRANCH,1087.83,21159950202,"POLYGON ((-82.584703761109 37.9208756419611, -82.5847801583324 37.9208471232385, -82.5848461611495 37.9209580736495, -82.5847697639262 37.9209865937463, -82.584703761109 37.9208756419611))"
6,Unclassified,Unclassified,,957 BIG LICK ROAD,1681.187,21159950202,"POLYGON ((-82.5331968429661 37.9107460959381, -82.5331470906724 37.9106920379798, -82.5333404117148 37.910580354125, -82.5333901649068 37.910634412874, -82.5331968429661 37.9107460959381))"
7,Commercial,Retail Trade,,4104 ROCKCASTLE ROAD,4186.497,21159950202,"POLYGON ((-82.5488773773232 37.9106848832158, -82.5487893460186 37.9107404982874, -82.5486665032002 37.9106184427469, -82.5485564640694 37.9106879619969, -82.5484599445837 37.9105920618725, -82.5485809880767 37.9105155918699, -82.5486511842296 37.9105853380153, -82.548728211172 37.9105366741958, -82.5488773773232 37.9106848832158))"
8,Residential,Single Family Dwelling,,691 BIG LICK ROAD,1318.569,21159950202,"POLYGON ((-82.5372597532146 37.9105734218959, -82.5373746639091 37.9106378020871, -82.5373096573236 37.9107106361105, -82.5371947457307 37.9106462552743, -82.5372597532146 37.9105734218959))"
9,Residential,Single Family Dwelling,,157 BRANDON PLACE,1813.031,21159950202,"POLYGON ((-82.4910579608479 37.9104678451209, -82.4912002926164 37.9105160979138, -82.4911449258522 37.910618614263, -82.4910025940836 37.9105703608285, -82.4910579608479 37.9104678451209))"
10,Residential,Single Family Dwelling,,78 ELI CRUM LANE,1318.583,21159950202,"POLYGON ((-82.5032862533984 37.910452570237, -82.5033530763775 37.9105507073415, -82.5032539832185 37.9105930612019, -82.5031871602394 37.9104949241539, -82.5032862533984 37.910452570237))"
11,Residential,Single Family Dwelling,,253 TURKEY CRUM BRANCH,4153.515,21159950100,"POLYGON ((-82.4854686090141 37.9104647301845, -82.4855331466791 37.9103410766715, -82.4858062749496 37.9104305601388, -82.4857417345897 37.9105542127926, -82.4854686090141 37.9104647301845))"
12,Residential,Single Family Dwelling,,5185 ROCKCASTLE ROAD,2900.888,21159950202,"POLYGON ((-82.5476683617318 37.9206164318489, -82.5477778088727 37.9205954452446, -82.5478506649372 37.9208338701498, -82.5477412186946 37.9208548581033, -82.5476683617318 37.9206164318489))"
13,Residential,Single Family Dwelling,,691 BIG LICK ROAD,2801.985,21159950202,"POLYGON ((-82.5367799037325 37.9103236429185, -82.5368980232092 37.9102630159789, -82.5370281100422 37.9104221083443, -82.5369099905654 37.9104827351528, -82.5367799037325 37.9103236429185))"
14,Unclassified,Unclassified,,,461.5031,21159950202,"POLYGON ((-82.536166461293 37.910396730984, -82.5362389220988 37.910449614059, -82.5362007796318 37.9104824190525, -82.5361283197243 37.9104295367098, -82.536166461293 37.910396730984))"
15,Residential,Single Family Dwelling,,5185 ROCKCASTLE ROAD,659.2909,21159950202,"POLYGON ((-82.5479546260667 37.9208204767468, -82.5478852976863 37.9208300781871, -82.5478659057543 37.9207422067851, -82.5479352341347 37.9207326053333, -82.5479546260667 37.9208204767468))"
16,Unclassified,Unclassified,,,1186.72,21159950202,"POLYGON ((-82.5358616907649 37.9102373352197, -82.5360013536387 37.9103125687481, -82.535953874981 37.91036789635, -82.5358142121072 37.910292660752, -82.5358616907649 37.9102373352197))"
17,Residential,Single Family Dwelling,,919 BIG LICK ROAD,1483.409,21159950202,"POLYGON ((-82.5338579383365 37.9102066329723, -82.5336703593254 37.9102833712025, -82.5336316158855 37.9102239250035, -82.5338191948966 37.9101471860026, -82.5338579383365 37.9102066329723))"
18,Unclassified,Unclassified,,,890.0388,21159950202,"POLYGON ((-82.5422050668886 37.9137486270172, -82.5422786218423 37.9137157596959, -82.542340850837 37.9138031703243, -82.5422672967815 37.9138360368978, -82.5422050668886 37.9137486270172))"
19,Residential,Single Family Dwelling,,5189 TURKEY CREEK,1846.016,21159950202,"POLYGON ((-82.48758637472 37.9137181728676, -82.4874686046879 37.9138433330979, -82.4873783311884 37.9137900173124, -82.4874960994238 37.9136648569914, -82.48758637472 37.9137181728676))"
20,Commercial,Personal and Repair Services,,3047 NORTH MILO ROAD,1582.294,21159950202,"POLYGON ((-82.5808033156712 37.9137776403394, -82.5809258036552 37.9136855167297, -82.5810033246709 37.9137502109927, -82.580880836687 37.9138423352301, -82.5808033156712 37.9137776403394))"
21,Unclassified,Unclassified,,138 SANSOM DRIVE,593.3525,21159950202,"POLYGON ((-82.531826089301 37.9138199250143, -82.5317420069904 37.9138261460982, -82.5317341539182 37.9137595341227, -82.5318182362288 37.9137533123243, -82.531826089301 37.9138199250143))"
22,Residential,Single Family Dwelling,,4318 ROCKCASTLE ROAD,1450.439,21159950202,"POLYGON ((-82.549364773552 37.9136708633479, -82.5494656893927 37.9137638827901, -82.5493802982367 37.9138220270575, -82.5492793841926 37.9137290076888, -82.549364773552 37.9136708633479))"
23,Residential,Single Family Dwelling,,4836 ROCKCASTLE ROAD,988.9404,21159950202,"POLYGON ((-82.545015623223 37.9161889030972, -82.5449631984414 37.9160854200598, -82.5450415719583 37.9160605017591, -82.54509399674 37.916163984123, -82.545015623223 37.9161889030972))"
24,Residential,Manufactured Home,,737 CHURCH FORK,791.1436,21159950202,"POLYGON ((-82.5155230314352 37.9161685296643, -82.5154879414435 37.9160837666828, -82.5155681852529 37.9160629176887, -82.5156032770412 37.9161476799855, -82.5155230314352 37.9161685296643))"
25,Residential,Single Family Dwelling,,362 SANSOM DRIVE,1186.729,21159950202,"POLYGON ((-82.5316988357545 37.9161699449193, -82.5316143851346 37.9161696061652, -82.5316152376358 37.9160358010184, -82.5316996873574 37.9160361397732, -82.5316988357545 37.9161699449193))"
26,Residential,Single Family Dwelling,,4618 NORTH MILO ROAD,692.2571,21159950202,"POLYGON ((-82.5652114046085 37.9160928818706, -82.5653094970443 37.916100182099, -82.5653015999546 37.916166791955, -82.5652035066205 37.9161594917332, -82.5652114046085 37.9160928818706))"
27,Unclassified,Unclassified,,60 MORGAN KIRK LOOP,791.144,21159950202,"POLYGON ((-82.5275033611195 37.9108011007363, -82.5275885402731 37.9107427641381, -82.5276437633069 37.910793378989, -82.5275585850516 37.9108517148382, -82.5275033611195 37.9108011007363))"
28,Residential,Single Family Dwelling,,24 CALF CREEK,2637.157,21159950202,"POLYGON ((-82.4953982861275 37.9231769723135, -82.4955258612708 37.9231298453247, -82.4956210512499 37.9232915381417, -82.4954934743099 37.9233386650269, -82.4953982861275 37.9231769723135))"
