,res,ind,com,rest
3736800,3970,382,239,15
3740400,3802,382,405,17
3744000,3659,382,553,12
3747600,3541,382,676,7
3751200,3516,382,701,7
3754800,3470,382,733,21
3758400,3472,382,736,16
3762000,3482,382,741,1
3765600,3588,321,697,0
3769200,3670,321,615,0
3772800,3822,321,460,3
3776400,4147,321,133,5
3780000,4273,321,0,12
3783600,4273,321,0,12
3787200,4285,321,0,0
3790800,4285,321,0,0
3794400,4213,393,0,0
3798000,4213,393,0,0
3801600,4213,393,0,0
3805200,4213,393,0,0
3808800,4213,393,0,0
3812400,4205,393,0,8
3816000,4201,393,0,12
3819600,4078,393,123,12
3823200,4004,373,215,14
3826800,3839,373,380,14
3830400,3709,373,515,9
3834000,3597,373,632,4
3837600,3577,373,648,8
3841200,3525,373,687,21
3844800,3528,373,689,16
3848400,3541,373,691,1
3852000,3627,332,647,0
3855600,3709,332,565,0
3859200,3863,332,410,1
3862800,4188,332,83,3
3866400,4266,332,0,8
3870000,4266,332,0,8
3873600,4274,332,0,0
3877200,4274,332,0,0
3880800,4201,405,0,0
3884400,4201,405,0,0
3888000,4201,405,0,0
3891600,4201,405,0,0
3895200,4201,405,0,0
3898800,4194,405,0,7
3902400,4194,405,0,7
3906000,4082,405,112,7
3909600,4005,383,205,13
3913200,3837,383,373,13
3916800,3687,383,528,8
3920400,3573,383,647,3
3924000,3552,383,667,4
3927600,3507,383,697,19
3931200,3511,383,698,14
3934800,3520,383,703,0
3938400,3607,340,659,0
3942000,3689,340,577,0
3945600,3843,340,422,1
3949200,4168,340,95,3
3952800,4260,340,0,6
3956400,4260,340,0,6
3960000,4266,340,0,0
3963600,4266,340,0,0
3967200,4201,405,0,0
3970800,4201,405,0,0
3974400,4201,405,0,0
3978000,4201,405,0,0
3981600,4201,405,0,0
3985200,4191,405,0,10
3988800,4186,405,0,15
3992400,4068,405,118,15
3996000,3992,361,233,20
3999600,3829,361,396,20
4003200,3688,361,542,15
4006800,3593,361,642,10
4010400,3582,361,650,13
4014000,3517,361,700,28
4017600,3521,361,701,23
4021200,3535,361,702,8
4024800,3645,300,658,3
4028400,3730,300,576,0
4032000,3884,300,421,1
4035600,4208,300,94,4
4039200,4294,300,0,12
4042800,4294,300,0,12
4046400,4306,300,0,0
4050000,4306,300,0,0
4053600,4198,408,0,0
4057200,4198,408,0,0
4060800,4198,408,0,0
4064400,4198,408,0,0
4068000,4198,408,0,0
4071600,4190,408,0,8
4075200,4186,408,0,12
4078800,4084,408,102,12
4082400,4022,369,199,16
4086000,3864,369,357,16
4089600,3734,369,492,11
4093200,3644,369,587,6
4096800,3627,369,600,10
4100400,3581,369,639,17
4104000,3585,369,640,12
4107600,3594,369,643,0
4111200,3695,312,599,0
4114800,3777,312,517,0
4118400,3931,312,362,1
4122000,4257,312,35,2
4125600,4288,312,0,6
4129200,4288,312,0,6
4132800,4294,312,0,0
4136400,4294,312,0,0
4140000,4231,375,0,0
4143600,4231,375,0,0
4147200,4231,374,0,0
4150800,4231,374,0,0
4154400,4231,374,0,0
4158000,4226,374,0,5
4161600,4220,374,0,11
4165200,4116,374,104,11
4168800,4044,344,202,15
4172400,3901,344,342,18
4176000,3777,344,471,13
4179600,3683,344,570,8
4183200,3662,344,590,9
4186800,3616,344,625,20
4190400,3620,344,626,15
4194000,3631,344,630,0
4197600,3718,301,586,0
4201200,3800,301,504,0
4204800,3954,301,349,1
4208400,4276,301,22,6
4212000,4295,301,0,9
4215600,4295,301,0,9
4219200,4304,301,0,0
4222800,4304,301,0,0
4226400,4251,354,0,0
4230000,4251,354,0,0
4233600,4251,354,0,0
4237200,4251,354,0,0
4240800,4251,354,0,0
4244400,4244,354,0,7
4248000,4241,354,0,10
4251600,4125,354,116,10
4255200,4062,329,201,13
4258800,3913,329,347,16
4262400,3778,329,487,11
4266000,3683,329,587,6
4269600,3667,329,601,8
4273200,3616,329,638,22
4276800,3619,329,640,17
4280400,3633,329,641,2
4284000,3715,293,597,0
4287600,3797,293,515,0
4291200,3952,293,360,0
4294800,4278,293,33,1
4298400,4306,293,0,6
4302000,4306,293,0,6
4305600,4312,293,0,0
4309200,4312,293,0,0
4312800,4236,369,0,0
4316400,4236,369,0,0
4320000,4235,369,0,0
4323600,4235,369,0,0
4327200,4235,369,0,0
4330800,4229,369,0,6
4334400,4227,369,0,8
4338000,4116,369,111,8
4341600,4050,327,216,11
4345200,3908,327,358,11
4348800,3784,327,487,6
4352400,3693,327,583,1
4356000,3680,327,595,2
4359600,3629,327,635,13
4363200,3633,327,636,8
4366800,3640,327,637,0
4370400,3727,284,593,0
4374000,3809,284,511,0
4377600,3963,284,356,1
4381200,4289,284,29,2
4384800,4312,284,0,8
4388400,4312,284,0,8
4392000,4320,284,0,0
4395600,4320,284,0,0
4399200,4245,359,0,0
4402800,4245,359,0,0
4406400,4245,359,0,0
4410000,4245,359,0,0
4413600,4245,359,0,0
4417200,4235,359,0,10
4420800,4227,359,0,18
4424400,4134,359,93,18
4428000,4074,327,183,20
4431600,3926,327,330,21
4435200,3784,327,477,16
4438800,3685,327,581,11
4442400,3666,327,598,13
4446000,3621,327,633,23
4449600,3626,327,633,18
4453200,3639,327,635,3
4456800,3744,269,591,0
4460400,3826,269,509,0
4464000,3980,269,354,1
4467600,4305,269,27,3
4471200,4329,269,0,6
4474800,4329,269,0,6
4478400,4335,269,0,0
4482000,4335,269,0,0
4485600,4230,374,0,0
4489200,4230,374,0,0
4492800,4230,374,0,0
4496400,4230,374,0,0
4500000,4230,374,0,0
4503600,4221,374,0,9
4507200,4221,374,0,9
4510800,4110,374,111,9
4514400,4057,334,201,12
4518000,3918,334,339,13
4521600,3803,334,459,8
4525200,3707,334,560,3
4528800,3690,334,575,5
4532400,3653,334,609,8
4536000,3658,334,609,3
4539600,3657,334,613,0
4543200,3757,278,569,0
4546800,3839,278,487,0
4550400,3994,278,332,0
4554000,4320,278,5,1
4557600,4323,278,0,3
4561200,4323,278,0,3
4564800,4326,278,0,0
4568400,4326,278,0,0
4572000,4247,357,0,0
4575600,4247,357,0,0
4579200,4247,357,0,0
4582800,4247,357,0,0
4586400,4247,357,0,0
4590000,4238,357,0,9
4593600,4236,357,0,11
4597200,4145,357,91,11
4600800,4087,325,178,14
4604400,3962,325,303,14
4608000,3842,325,428,9
4611600,3757,325,518,4
4615200,3741,325,534,4
4618800,3701,325,563,15
4622400,3706,325,563,10
4626000,3712,325,567,0
4629600,3828,253,523,0
4633200,3910,253,441,0
4636800,4064,253,286,1
4640400,4348,253,0,3
4644000,4346,253,0,5
4647600,4346,253,0,5
4651200,4351,253,0,0
4654800,4351,253,0,0
4658400,4252,352,0,0
4662000,4252,352,0,0
4665600,4252,352,0,0
4669200,4252,352,0,0
4672800,4252,352,0,0
4676400,4249,352,0,3
4680000,4248,352,0,4
4683600,4150,352,98,4
4687200,4095,321,179,9
4690800,3968,321,306,9
4694400,3874,321,405,4
4698000,3793,321,490,0
4701600,3784,321,497,2
4705200,3742,321,528,13
4708800,3746,321,529,8
4712400,3749,321,534,0
4716000,3853,261,490,0
4719600,3935,261,408,0
4723200,4089,261,253,1
4726800,4342,261,0,1
4730400,4336,261,0,7
4734000,4336,261,0,7
4737600,4343,261,0,0
4741200,4343,261,0,0
4744800,4276,328,0,0
4748400,4276,328,0,0
4752000,4276,328,0,0
4755600,4276,328,0,0
4759200,4276,328,0,0
4762800,4268,328,0,8
4766400,4266,328,0,10
4770000,4170,328,96,10
4773600,4105,323,165,11
4777200,3969,323,299,13
4780800,3845,323,428,8
4784400,3763,323,515,3
4788000,3752,323,524,5
4791600,3714,323,553,14
4795200,3717,323,555,9
4798800,3721,323,560,0
4802400,3808,280,516,0
4806000,3890,280,434,0
4809600,4044,280,279,1
4813200,4322,280,0,2
4816800,4320,280,0,4
4820400,4320,280,0,4
4824000,4324,280,0,0
4827600,4324,280,0,0
4831200,4245,359,0,0
4834800,4245,359,0,0
4838400,4245,359,0,0
4842000,4245,359,0,0
4845600,4245,359,0,0
4849200,4240,359,0,5
4852800,4239,359,0,6
4856400,4144,359,95,6
4860000,4082,336,178,8
4863600,3958,336,301,9
4867200,3844,336,420,4
4870800,3740,336,528,0
4874400,3724,336,544,0
4878000,3684,336,574,10
4881600,3688,336,575,5
4885200,3691,336,577,0
4888800,3793,278,533,0
4892400,3875,278,451,0
4896000,4030,278,296,0
4899600,4326,278,0,0
4903200,4323,278,0,3
4906800,4323,278,0,3
4910400,4326,278,0,0
4914000,4326,278,0,0
4917600,4270,334,0,0
4921200,4270,334,0,0
4924800,4270,334,0,0
4928400,4270,334,0,0
4932000,4270,334,0,0
4935600,4263,334,0,7
4939200,4260,334,0,10
4942800,4170,334,90,10
4946400,4102,314,175,13
4950000,3972,314,305,13
4953600,3880,314,402,8
4957200,3795,314,492,3
4960800,3778,314,509,3
4964400,3741,314,537,12
4968000,3745,314,538,7
4971600,3747,314,543,0
4975200,3842,263,499,0
4978800,3924,263,417,0
4982400,4077,263,262,2
4986000,4339,263,0,2
4989600,4335,263,0,6
4993200,4335,263,0,6
4996800,4341,263,0,0
5000400,4341,263,0,0
5004000,4270,334,0,0
5007600,4270,334,0,0
5011200,4270,334,0,0
5014800,4270,334,0,0
5018400,4270,334,0,0
5022000,4265,334,0,5
5025600,4263,334,0,7
5029200,4156,334,107,7
5032800,4105,318,171,10
5036400,3983,318,291,12
5040000,3877,318,402,7
5043600,3791,318,493,2
5047200,3772,318,510,4
5050800,3737,318,540,9
5054400,3741,318,541,4
5058000,3742,318,544,0
5061600,3838,266,500,0
5065200,3920,266,418,0
5068800,4075,266,263,0
5072400,4335,266,0,3
5076000,4329,266,0,9
5079600,4329,266,0,9
5083200,4338,266,0,0
5086800,4338,266,0,0
5090400,4279,325,0,0
5094000,4279,325,0,0
5097600,4279,325,0,0
5101200,4279,325,0,0
5104800,4279,325,0,0
5108400,4272,325,0,7
5112000,4269,325,0,10
5115600,4167,325,102,10
5119200,4078,317,197,12
5122800,3963,317,310,14
5126400,3864,317,414,9
5130000,3781,317,502,4
5133600,3766,317,515,6
5137200,3730,317,544,13
5140800,3735,317,544,8
5144400,3741,317,546,0
5148000,3830,272,502,0
5151600,3912,272,420,0
5155200,4066,272,265,1
5158800,4330,272,0,2
5162400,4325,272,0,7
5166000,4325,272,0,7
5169600,4332,272,0,0
5173200,4332,272,0,0
5176800,4270,334,0,0
5180400,4270,334,0,0
5184000,4270,334,0,0
5187600,4270,334,0,0
5191200,4270,334,0,0
5194800,4267,334,0,3
5198400,4264,334,0,6
5202000,4161,334,103,6
5205600,4126,293,174,11
5209200,3979,293,321,11
5212800,3877,293,428,6
5216400,3805,293,505,1
5220000,3790,293,518,3
5223600,3744,293,555,12
5227200,3748,293,556,7
5230800,3753,293,558,0
5234400,3824,266,514,0
5238000,3906,266,432,0
5241600,4060,266,277,1
5245200,4336,266,0,2
5248800,4330,266,0,8
5252400,4330,266,0,8
5256000,4338,266,0,0
5259600,4338,266,0,0
5263200,4307,297,0,0
5266800,4307,297,0,0
5270400,4306,297,0,0
5274000,4306,297,0,0
5277600,4306,297,0,0
5281200,4304,297,0,2
5284800,4303,297,0,3
5288400,4211,297,92,3
5292000,4128,300,170,5
5295600,3988,300,308,7
5299200,3879,300,422,2
5302800,3793,300,510,0
5306400,3783,300,520,0
5310000,3749,300,549,5
5313600,3752,300,551,0
5317200,3747,300,556,0
5320800,3836,255,512,0
5324400,3918,255,430,0
5328000,4073,255,275,0
5331600,4346,255,0,2
5335200,4341,255,0,7
5338800,4341,255,0,7
5342400,4348,255,0,0
5346000,4348,255,0,0
5349600,4278,325,0,0
5353200,4278,325,0,0
5356800,4278,325,0,0
5360400,4278,325,0,0
5364000,4278,325,0,0
5367600,4273,325,0,5
5371200,4271,325,0,7
5374800,4187,325,84,7
5378400,4138,300,153,12
5382000,4010,300,280,13
5385600,3902,300,393,8
5389200,3816,300,484,3
5392800,3799,300,500,4
5396400,3764,300,532,7
5400000,3767,300,534,2
5403600,3768,300,535,0
5407200,3856,256,491,0
5410800,3938,256,409,0
5414400,4092,256,254,1
5418000,4346,256,0,1
5421600,4341,256,0,6
5425200,4341,256,0,6
5428800,4347,256,0,0
5432400,4347,256,0,0
5436000,4277,326,0,0
5439600,4277,326,0,0
5443200,4277,326,0,0
5446800,4277,326,0,0
5450400,4277,326,0,0
5454000,4273,326,0,4
5457600,4271,326,0,6
5461200,4187,326,84,6
5464800,4137,304,150,12
5468400,3999,304,286,14
5472000,3894,304,396,9
5475600,3813,304,482,4
5479200,3803,304,491,5
5482800,3767,304,523,9
5486400,3771,304,524,4
5490000,3774,304,525,0
5493600,3860,262,481,0
5497200,3942,262,399,0
5500800,4095,262,244,2
5504400,4338,262,0,3
5508000,4335,262,0,6
5511600,4335,262,0,6
5515200,4341,262,0,0
5518800,4341,262,0,0
5522400,4274,329,0,0
5526000,4274,329,0,0
5529600,4274,329,0,0
5533200,4274,329,0,0
5536800,4274,329,0,0
5540400,4270,329,0,4
5544000,4267,329,0,7
5547600,4196,329,71,7
5551200,4124,331,136,12
5554800,3990,331,267,15
5558400,3890,331,372,10
5562000,3807,331,460,5
5565600,3794,331,471,7
5569200,3756,331,501,15
5572800,3760,331,502,10
5576400,3765,331,507,0
5580000,3891,249,463,0
5583600,3973,249,381,0
5587200,4125,249,226,3
5590800,4351,249,0,3
5594400,4350,249,0,4
5598000,4350,249,0,4
5601600,4354,249,0,0
5605200,4354,249,0,0
5608800,4292,311,0,0
5612400,4292,311,0,0
5616000,4292,311,0,0
5619600,4292,311,0,0
5623200,4292,311,0,0
5626800,4287,311,0,5
5630400,4283,311,0,9
5634000,4178,311,105,9
5637600,4121,289,183,10
5641200,4002,289,300,12
5644800,3889,289,418,7
5648400,3802,289,510,2
5652000,3787,289,524,3
5655600,3754,289,553,7
5659200,3758,289,554,2
5662800,3758,289,556,0
5666400,3825,266,512,0
5670000,3907,266,430,0
5673600,4061,266,275,1
5677200,4334,266,0,3
5680800,4328,266,0,9
5684400,4328,266,0,9
5688000,4337,266,0,0
5691600,4337,266,0,0
5695200,4291,312,0,0
5698800,4291,312,0,0
5702400,4291,312,0,0
5706000,4291,312,0,0
5709600,4291,312,0,0
5713200,4289,312,0,2
5716800,4288,312,0,3
5720400,4196,312,92,3
5724000,4147,287,165,4
5727600,4012,287,298,6
5731200,3903,287,412,1
5734800,3805,287,511,0
5738400,3792,287,522,2
5742000,3747,287,552,17
5745600,3751,287,553,12
5749200,3762,287,554,0
5752800,3851,242,510,0
5756400,3933,242,428,0
5760000,4087,242,273,1
5763600,4357,242,0,4
5767200,4350,242,0,11
5770800,4350,242,0,11
5774400,4361,242,0,0
5778000,4361,242,0,0
5781600,4282,321,0,0
5785200,4282,321,0,0
5788800,4282,321,0,0
5792400,4282,321,0,0
5796000,4282,321,0,0
5799600,4274,321,0,8
5803200,4273,321,0,9
5806800,4177,321,96,9
5810400,4139,284,170,10
5814000,4037,284,272,10
5817600,3926,284,388,5
5821200,3843,284,476,0
5824800,3830,284,488,1
5828400,3797,284,514,8
5832000,3801,284,515,3
5835600,3803,284,516,0
5839200,3864,267,472,0
5842800,3946,267,390,0
5846400,4101,267,235,0
5850000,4333,267,0,3
5853600,4329,267,0,7
5857200,4329,267,0,7
5860800,4336,267,0,0
5864400,4336,267,0,0
5868000,4297,306,0,0
5871600,4297,306,0,0
5875200,4297,306,0,0
5878800,4297,306,0,0
5882400,4297,306,0,0
5886000,4287,306,0,10
5889600,4286,306,0,11
5893200,4196,306,90,11
5896800,4112,306,171,14
5900400,3966,306,316,15
5904000,3860,306,427,10
5907600,3784,306,508,5
5911200,3777,306,515,5
5914800,3735,306,542,20
5918400,3739,306,543,15
5922000,3751,306,546,0
5925600,3852,249,502,0
5929200,3934,249,420,0
5932800,4089,249,265,0
5936400,4353,249,0,1
5940000,4353,249,0,1
5943600,4353,249,0,1
5947200,4354,249,0,0
5950800,4354,249,0,0
5954400,4261,342,0,0
5958000,4261,342,0,0
5961600,4261,342,0,0
5965200,4261,342,0,0
5968800,4261,342,0,0
5972400,4252,342,0,9
5976000,4250,342,0,11
5979600,4163,342,87,11
5983200,4137,292,159,15
5986800,4014,292,280,17
5990400,3904,292,395,12
5994000,3824,292,480,7
5997600,3807,292,494,10
6001200,3774,292,520,17
6004800,3777,292,522,12
6008400,3785,292,526,0
6012000,3886,235,482,0
6015600,3968,235,400,0
6019200,4123,235,245,0
6022800,4367,235,0,1
6026400,4366,235,0,2
6030000,4366,235,0,2
6033600,4368,235,0,0
6037200,4368,235,0,0
6040800,4289,314,0,0
6044400,4289,314,0,0
6048000,4289,314,0,0
6051600,4289,314,0,0
6055200,4289,314,0,0
6058800,4286,314,0,3
6062400,4285,314,0,4
6066000,4199,314,86,4
6069600,4134,291,172,6
6073200,4009,291,296,7
6076800,3902,291,408,2
6080400,3814,291,498,0
6084000,3791,291,519,2
6087600,3752,291,549,11
6091200,3756,291,550,6
6094800,3760,291,552,0
6098400,3842,253,508,0
6102000,3924,253,426,0
6105600,4078,253,271,1
6109200,4348,253,0,2
6112800,4345,253,0,5
6116400,4345,253,0,5
6120000,4350,253,0,0
6123600,4350,253,0,0
6127200,4306,297,0,0
6130800,4306,297,0,0
6134400,4306,297,0,0
6138000,4306,297,0,0
6141600,4306,297,0,0
6145200,4299,297,0,7
6148800,4296,297,0,10
6152400,4206,297,90,10
6156000,4166,267,158,12
6159600,4040,267,282,14
6163200,3936,267,391,9
6166800,3853,267,479,4
6170400,3841,267,490,5
6174000,3800,267,526,10
6177600,3805,267,526,5
6181200,3808,267,528,0
6184800,3866,253,484,0
6188400,3948,253,402,0
6192000,4102,253,247,1
6195600,4347,253,0,3
6199200,4340,253,0,10
6202800,4340,253,0,10
6206400,4350,253,0,0
6210000,4350,253,0,0
6213600,4297,306,0,0
6217200,4297,306,0,0
6220800,4297,306,0,0
6224400,4297,306,0,0
6228000,4297,306,0,0
6231600,4291,306,0,6
6235200,4289,306,0,8
6238800,4192,306,97,8
6242400,4113,294,183,13
6246000,3989,294,306,14
6249600,3901,294,399,9
6253200,3819,294,486,4
6256800,3796,294,507,6
6260400,3757,294,539,13
6264000,3762,294,539,8
6267600,3765,294,544,0
6271200,3877,226,500,0
6274800,3959,226,418,0
6278400,4114,226,263,0
6282000,4375,226,0,2
6285600,4369,226,0,8
6289200,4369,226,0,8
6292800,4377,226,0,0
6296400,4377,226,0,0
6300000,4293,310,0,0
6303600,4293,310,0,0
6307200,4293,310,0,0
6310800,4293,310,0,0
6314400,4293,310,0,0
6318000,4284,310,0,9
6321600,4281,310,0,12
6325200,4197,310,84,12
6328800,4159,269,161,14
6332400,4041,269,278,15
6336000,3940,269,384,10
6339600,3852,269,477,5
6343200,3844,269,483,7
6346800,3807,269,510,17
6350400,3811,269,511,12
6354000,3819,269,515,0
6357600,3909,223,471,0
6361200,3991,223,389,0
6364800,4144,223,234,2
6368400,4378,223,0,2
6372000,4373,223,0,7
6375600,4373,223,0,7
6379200,4380,223,0,0
6382800,4380,223,0,0
6386400,4285,318,0,0
6390000,4285,318,0,0
6393600,4285,318,0,0
6397200,4285,318,0,0
6400800,4285,318,0,0
6404400,4280,318,0,5
6408000,4275,318,0,10
6411600,4181,318,94,10
6415200,4141,287,161,14
6418800,4021,287,280,15
6422400,3914,287,392,10
6426000,3842,287,469,5
6429600,3834,287,476,6
6433200,3794,287,508,14
6436800,3797,287,510,9
6440400,3803,287,513,0
6444000,3898,236,469,0
6447600,3980,236,387,0
6451200,4135,236,232,0
6454800,4366,236,0,1
6458400,4360,236,0,7
6462000,4360,236,0,7
6465600,4367,236,0,0
6469200,4367,236,0,0
6472800,4275,328,0,0
6476400,4275,328,0,0
6480000,4275,328,0,0
6483600,4275,328,0,0
6487200,4275,328,0,0
6490800,4271,328,0,4
6494400,4270,328,0,5
6498000,4178,328,92,5
6501600,4140,288,169,6
6505200,4006,288,301,8
6508800,3902,288,410,3
6512400,3815,288,500,0
6516000,3803,288,512,0
6519600,3773,288,535,7
6523200,3775,288,538,2
6526800,3776,288,539,0
6530400,3870,238,495,0
6534000,3952,238,413,0
6537600,4107,238,258,0
6541200,4363,238,0,2
6544800,4355,238,0,10
6548400,4355,238,0,10
6552000,4365,238,0,0
6555600,4365,238,0,0
6559200,4297,306,0,0
6562800,4297,306,0,0
6566400,4297,306,0,0
6570000,4297,306,0,0
6573600,4297,306,0,0
6577200,4292,306,0,5
6580800,4291,306,0,6
6584400,4209,306,82,6
6588000,4137,295,163,8
6591600,4023,295,277,8
6595200,3934,295,371,3
6598800,3849,295,459,0
6602400,3840,295,467,1
6606000,3807,295,494,7
6609600,3812,295,494,2
6613200,3812,295,496,0
6616800,3900,251,452,0
6620400,3982,251,370,0
6624000,4137,251,215,0
6627600,4351,251,0,1
6631200,4347,251,0,5
6634800,4347,251,0,5
6638400,4352,251,0,0
6642000,4352,251,0,0
6645600,4293,310,0,0
6649200,4293,310,0,0
6652800,4293,310,0,0
6656400,4293,310,0,0
6660000,4293,310,0,0
6663600,4287,310,0,6
6667200,4284,310,0,9
6670800,4186,310,98,9
6674400,4126,291,174,12
6678000,4004,291,296,12
6681600,3911,291,394,7
6685200,3821,291,489,2
6688800,3808,291,499,5
6692400,3776,291,524,12
6696000,3781,291,524,7
6699600,3784,291,528,0
6703200,3874,245,484,0
6706800,3956,245,402,0
6710400,4111,245,247,0
6714000,4358,245,0,0
6717600,4355,245,0,3
6721200,4355,245,0,3
6724800,4358,245,0,0
6728400,4358,245,0,0
6732000,4296,307,0,0
6735600,4296,307,0,0
6739200,4296,307,0,0
6742800,4296,307,0,0
6746400,4296,307,0,0
6750000,4290,307,0,6
6753600,4288,307,0,8
6757200,4195,307,93,8
6760800,4149,280,165,9
6764400,4023,280,291,9
6768000,3923,280,396,4
6771600,3851,280,472,0
6775200,3838,280,483,2
6778800,3807,280,509,7
6782400,3812,280,509,2
6786000,3811,280,512,0
6789600,3876,259,468,0
6793200,3958,259,386,0
6796800,4112,259,231,1
6800400,4342,259,0,2
6804000,4338,259,0,6
6807600,4338,259,0,6
6811200,4344,259,0,0
6814800,4344,259,0,0
6818400,4301,302,0,0
6822000,4301,302,0,0
6825600,4301,302,0,0
6829200,4301,302,0,0
6832800,4301,302,0,0
6836400,4294,302,0,7
6840000,4294,302,0,7
6843600,4206,302,88,7
6847200,4167,269,158,9
6850800,4056,269,269,9
6854400,3947,269,383,4
6858000,3848,269,486,0
6861600,3829,269,502,3
6865200,3793,269,533,8
6868800,3797,269,534,3
6872400,3796,269,538,0
6876000,3881,228,494,0
6879600,3963,228,412,0
6883200,4117,228,257,1
6886800,4372,228,0,3
6890400,4370,228,0,5
6894000,4370,228,0,5
6897600,4375,228,0,0
6901200,4375,228,0,0
6904800,4286,317,0,0
6908400,4286,317,0,0
6912000,4286,317,0,0
6915600,4286,317,0,0
6919200,4286,317,0,0
6922800,4283,317,0,3
6926400,4280,317,0,6
6930000,4191,317,89,6
6933600,4157,270,168,8
6937200,4039,270,285,9
6940800,3941,270,388,4
6944400,3837,270,496,0
6948000,3826,270,505,2
6951600,3791,270,534,8
6955200,3796,270,534,3
6958800,3796,270,537,0
6962400,3888,222,493,0
6966000,3970,222,411,0
6969600,4124,222,256,1
6973200,4380,222,0,1
6976800,4376,222,0,5
6980400,4376,222,0,5
6984000,4381,222,0,0
6987600,4381,222,0,0
6991200,4302,301,0,0
6994800,4302,301,0,0
6998400,4302,301,0,0
7002000,4302,301,0,0
7005600,4302,301,0,0
7009200,4293,301,0,9
7012800,4293,301,0,9
7016400,4199,301,94,9
7020000,4151,263,175,14
7023600,4025,263,300,15
7027200,3937,263,393,10
7030800,3865,263,470,5
7034400,3850,263,484,6
7038000,3811,263,517,12
7041600,3815,263,518,7
7045200,3821,263,519,0
7048800,3925,203,475,0
7052400,4007,203,393,0
7056000,4162,203,238,0
7059600,4399,203,0,1
7063200,4395,203,0,5
7066800,4395,203,0,5
7070400,4400,203,0,0
7074000,4400,203,0,0
7077600,4301,302,0,0
7081200,4301,302,0,0
7084800,4301,302,0,0
7088400,4301,302,0,0
7092000,4301,302,0,0
7095600,4295,302,0,6
7099200,4293,302,0,8
7102800,4202,302,91,8
7106400,4139,286,169,9
7110000,4027,286,280,10
7113600,3915,286,397,5
7117200,3831,286,486,0
7120800,3814,286,499,4
7124400,3776,286,530,11
7128000,3781,286,530,6
7131600,3785,286,532,0
7135200,3870,245,488,0
7138800,3952,245,406,0
7142400,4106,245,251,1
7146000,4357,245,0,1
7149600,4353,245,0,5
7153200,4353,245,0,5
7156800,4358,245,0,0
7160400,4358,245,0,0
7164000,4307,296,0,0
7167600,4307,296,0,0
7171200,4307,296,0,0
7174800,4307,296,0,0
7178400,4307,296,0,0
7182000,4300,296,0,7
7185600,4300,296,0,7
7189200,4212,296,88,7
7192800,4157,279,159,8
7196400,4037,279,279,8
7200000,3934,279,387,3
7203600,3855,279,469,0
7207200,3840,279,484,0
7210800,3809,279,511,4
7214400,3812,279,512,0
7218000,3811,279,513,0
7221600,3892,242,469,0
7225200,3974,242,387,0
7228800,4129,242,232,0
7232400,4361,242,0,0
7236000,4358,242,0,3
7239600,4358,242,0,3
7243200,4361,242,0,0
7246800,4361,242,0,0
7250400,4302,301,0,0
7254000,4302,301,0,0
7257600,4302,301,0,0
7261200,4302,301,0,0
7264800,4302,301,0,0
7268400,4294,301,0,8
7272000,4292,301,0,10
7275600,4202,301,90,10
7279200,4140,287,161,15
7282800,4025,287,276,15
7286400,3931,287,375,10
7290000,3855,287,456,5
7293600,3843,287,467,6
7297200,3812,287,488,16
7300800,3817,287,488,11
7304400,3828,287,488,0
7308000,3918,241,444,0
7311600,4000,241,362,0
7315200,4154,241,207,1
7318800,4359,241,0,3
7322400,4358,241,0,4
7326000,4358,241,0,4
7329600,4362,241,0,0
7333200,4362,241,0,0
7336800,4318,285,0,0
7340400,4318,285,0,0
7344000,4318,285,0,0
7347600,4318,285,0,0
7351200,4318,285,0,0
7354800,4311,285,0,7
7358400,4309,285,0,9
7362000,4212,285,97,9
7365600,4142,273,175,13
7369200,4034,273,283,13
7372800,3934,273,388,8
7376400,3865,273,462,3
7380000,3855,273,472,3
7383600,3828,273,490,12
7387200,3831,273,492,7
7390800,3835,273,495,0
7394400,3896,256,451,0
7398000,3978,256,369,0
7401600,4132,256,214,1
7405200,4343,256,0,4
7408800,4340,256,0,7
7412400,4340,256,0,7
7416000,4347,256,0,0
7419600,4347,256,0,0
7423200,4292,311,0,0
7426800,4292,311,0,0
7430400,4292,311,0,0
7434000,4292,311,0,0
7437600,4292,311,0,0
7441200,4285,311,0,7
7444800,4285,311,0,7
7448400,4194,311,91,7
7452000,4154,269,172,8
7455600,4041,269,284,9
7459200,3940,269,390,4
7462800,3855,269,479,0
7466400,3842,269,491,1
7470000,3816,269,511,7
7473600,3819,269,513,2
7477200,3819,269,515,0
7480800,3903,229,471,0
7484400,3985,229,389,0
7488000,4139,229,234,1
7491600,4372,229,0,2
7495200,4366,229,0,8
7498800,4366,229,0,8
7502400,4374,229,0,0
7506000,4374,229,0,0
7509600,4309,294,0,0
7513200,4309,294,0,0
7516800,4309,294,0,0
7520400,4309,294,0,0
7524000,4309,294,0,0
7527600,4303,294,0,6
7531200,4301,294,0,8
7534800,4218,294,83,8
7538400,4163,277,152,11
7542000,4047,277,267,12
7545600,3954,277,365,7
7549200,3878,277,446,2
7552800,3865,277,458,3
7556400,3837,277,479,10
7560000,3841,277,480,5
7563600,3843,277,483,0
7567200,3918,246,439,0
7570800,4000,246,357,0
7574400,4154,246,202,1
7578000,4356,246,0,1
7581600,4352,246,0,5
7585200,4352,246,0,5
7588800,4357,246,0,0
7592400,4357,246,0,0
7596000,4314,289,0,0
7599600,4314,289,0,0
7603200,4314,289,0,0
7606800,4314,289,0,0
